"KOD";"KATASTR";"OKRES";"CIS_KU";"FSU"
"RK/DLOUH¡ VES/2009/371";"JAHODOV";"RK";92766;0
"UO/DOLNÕ »ERM/2009/796";"HORNÕ »ERMN¡";"UO";92024;0
"TC/HOLYNÃ U S/2009/129";"MILÕKOV";"TC";94746;0
"TC/HOLYNÃ U S/2009/129";"MILÕKOV";"TC";94746;0
"SM/DOLNÕ ROKY/2011/439";"HORNÕ ROKYTNICE NAD JIZEROU";"SM";92135;0
"SM/JILEMNICE /2011/968";"HRABA»OV";"SM";92284;0
"SM/VÕCHOV¡ NA/2010/108";"HORNÕ SYTOV¡";"SM";92164;0
"JN/VRANOV… 1./2010/495";"MUKAÿOV U JABLONCE NAD NISOU";"JN";94986;0
"JC/VRCHOVINA /2010/758";"BÃL¡ U STAR… PAKY";"SM";90120;0
"SM/TATOBITY  /2010/462";"LESTKOV POD KOZ¡KOVEM";"SM";93934;0
"SM/TURNOV    /2010/546";"MAL› ROHOZEC";"SM";94541;0
"SM/MAL› ROHOZ/2009/298";"TURNOV";"SM";98299;0
"SM/DOLNÕ äTÃP/2009/779";"BENECKO";"SM";90147;0
"SM/LHOTA KOM¡/2009/793";"CHUCHELNA";"SM";92711;0
"UL/⁄STÕ NAD L/2009/560";"⁄STÕ NAD LABEM";"UL";98448;0
"UL/⁄STÕ NAD L/2009/560";"⁄STÕ NAD LABEM";"UL";98448;0
"UL/⁄STÕ NAD L/2009/862";"SV¡DOV";"UL";97754;0
"UL/⁄STÕ NAD L/2009/862";"STÿEKOV";"UL";97622;0
"UL/⁄STÕ NAD L/2009/709";"⁄STÕ NAD LABEM";"UL";98448;0
"UL/⁄STÕ NAD L/2009/974";"⁄STÕ NAD LABEM";"UL";98448;0
"UL/⁄STÕ NAD L/2009/380";"⁄STÕ NAD LABEM";"UL";98448;0
"NB/MCELY     /2008/849";"SOVENICE";"NB";97337;0
"P4/PRAHA - HO/2008/453";"PRAHA - LHOTKA";"P4";96231;0
"CV/BRANY     /1984/445";"NAäÕ";"CV";95070;0
"RA/LHOTA POD /2010/897";"MUTÃJOVICE";"RA";94993;0
"HB/RADOSTÕN U/2009/803";"LU»ICE";"HB";94361;0
"HB/RADOSTÕN U/2009/803";"PÿÕSEKA U SVÃTL… NAD S¡ZAVOU";"HB";96472;0
"HB/RADOSTÕN U/2009/803";"POHLED";"HB";96039;0
"PJ/MOKROUäE  /2009/135";"ROKYCANY";"RO";96734;0
"ME/HORNÕ PO»A/2010/233";"DOLNÕ BEÿKOVICE";"ME";91297;0
"ME/HORNÕ PO»A/2010/233";"VLINÃVES";"ME";98866;0
"ME/HORNÕ PO»A/2010/233";"HOÿÕN";"ME";92237;0
"ME/HORNÕ PO»A/2010/233";"ZEL»ÕN";"ME";99420;0
"RO/KLABAVA   /2009/727";"EJPOVICE";"RO";91694;0
"P9/PRAHA - LE/2009/383";"PRAHA - KBELY";"P9";96217;0
"P8/PRAHA - LI/2009/178";"PRAHA - VYSO»ANY";"P9";96288;0
"P8/PRAHA - LI/2009/178";"PRAHA - NOV… MÃSTO";"P1";96248;0
"P8/PRAHA - LI/2009/178";"PRAHA - éIéKOV";"P3";96294;0
"P8/PRAHA - LI/2009/178";"PRAHA - VINOHRADY";"P2";96284;0
"P8/PRAHA - LI/2009/737";"PRAHA - VYSO»ANY";"P9";96288;0
"RA/LHOTA POD /2009/273";"MUTÃJOVICE";"RA";94993;0
"KV/BÿEZOV¡   /2009/646";"DOLNÕ RYCHNOV";"SO";91425;0
"UO/TÃCHONÕN  /2009/476";"JAMN… NAD ORLICÕ";"UO";92773;0
"ME/KADLÕN    /2010/282";"CHORUäICE";"ME";92595;0
"KV/KARLOVY VA/2009/144";"DRAHOVICE";"KV";91555;0
"P0/PRAHA - ST/2009/565";"PRAHA - VRäOVICE";"P0";96287;0
"P0/PRAHA - ST/2009/565";"PRAHA - VRäOVICE";"P0";96287;0
"P0/PRAHA - ST/2009/698";"PRAHA - VRäOVICE";"P0";96287;0
"P0/PRAHA - ST/2009/698";"PRAHA - VRäOVICE";"P0";96287;0
"P0/PRAHA - ST/2009/948";"PRAHA - VRäOVICE";"P0";96287;0
"P4/PRAHA - CH/2009/690";"PRAHA - VRäOVICE";"P0";96287;0
"DC/JÕLOV… U D/1991/212";"SNÃéNÕK";"DC";97283;0
"CV/JILMOV¡   /2003/885";"KRYäTOFOVY HAMRY";"CV";93652;0
"CV/JILMOV¡   /2003/885";"V›SLUNÕ";"CV";99118;0
"CV/KRYäTOFOVY/2003/778";"JILMOV¡";"CV";92943;0
"CV/KRYäTOFOVY/2003/778";"V›SLUNÕ";"CV";99118;0
"PB/HLUBOä    /1986/747";"»ENKOV U PÿÕBRAMÃ";"PB";90877;0
"MO/MEZIBOÿÕ  /1950/042";;;;0
"DO/PÿES      /1969/522";"MÃLNICE";"DO";94639;0
"DO/PÿES      /1969/522";"VIDICE";"DO";98740;0
"PJ/LÕäINA    /1981/237";"»EL¡KOVY";"PJ";90864;0
"DO/»E»OVICE U/1972/586";"äTICHOV";"DO";97966;0
"ST/CHLUM U BL/1977/931";"Z¡VIäÕN U BÃL»IC";"ST";99344;0
"ST/CHLUM U BL/1977/931";"BEZDÃDOVICE";"ST";90191;0
"ST/Z¡VIäÕN U /1977/746";"CHLUM U BLATN…";"ST";92526;0
"KL/»ELECHOVIC/1970/787";"LODÃNICE U BEROUNA";"BE";94261;0
"KL/»ELECHOVIC/1970/787";"MäECK… éEHROVICE";"RA";94981;0
"KO/DOLANY U »/1983/387";"HOÿANY U KUTN… HORY";"KH";92210;0
"KH/HOÿANY U K/1983/334";"DOLANY U »ERVEN›CH PE»EK";"KO";91276;0
"CL/KRAVAÿE V /1981/142";"BLÕéEVEDLY";"CL";90298;0
"CL/HORNÕ KRUP/2003/550";"KUÿÕVODY";"CL";93783;0
"KH/»¡SLAV    /1999/475";"TÿEBEäICE";"KH";98200;0
"P4/PRAHA - NU/2010/496";"PRAHA - KR»";"P4";96225;0
"P6/PRAHA - RU/2010/978";"PRAHA - LIBOC";"P6";96233;0
"P5/PRAHA - ST/2010/520";"PRAHA - JINONICE";"P5";96214;0
"KH/OPATOVICE /2011/326";"»ERVEN… JANOVICE";"KH";90959;0
"KH/»ERVEN… JA/2010/652";"OPATOVICE I";"KH";95562;0
"TU/RTYNÃ V PO/2011/444";"ZBE»NÕK";"NA";99350;0
"TU/RTYNÃ V PO/2011/444";"HRONOV";"NA";92378;0
"SY/MORAVSK› L/2010/405";"SVITAVY PÿEDMÃSTÕ";"SY";97833;0
"SY/MORAVSK› L/2010/405";"»TYÿICET L¡NŸ";"SY";91082;0
"PA/B›äç      /2010/667";"HRACHOVIäTÃ U B›äTÃ";"PA";92347;0
"NA/»ERVEN› KO/2010/747";"LHOTA ZA »ERVEN›M KOSTELCEM";"NA";94011;0
"SY/ÿIKOVICE U/2010/247";"MORAäICE U LITOMYäLE";"SY";94919;0
"NA/äESTAJOVIC/2011/817";"RYCHNOVEK";"NA";96871;0
"P5/PRAHA - SL/2010/146";"PRAHA - HLUBO»EPY";"P5";96202;0
"P5/PRAHA - LO/2010/503";"PRAHA - VELK¡ CHUCHLE";"P5";96283;0
"P5/PRAHA - LO/2010/503";"PRAHA - RADOTÕN";"P5";96258;0
"P5/PRAHA - LO/2010/503";"PRAHA - KOMOÿANY";"P4";96222;0
"P5/PRAHA - SL/2010/866";"PRAHA - RADOTÕN";"P5";96258;0
"TU/KUKS      /2010/428";"SLOTOV";"NA";97221;0
"TU/BRUSNICE  /2010/617";"KYJE U HAJNICE";"TU";93817;0
"P5/PRAHA - ST/2010/471";"PRAHA - ÿEPY";"P6";96261;0
"SM/VYSOK… NAD/2011/722";"TÿÕ»";"SM";98256;0
"SM/BENECKO   /2011/878";"DOLNÕ äTÃPANICE";"SM";91445;0
"SM/BÕTOUCHOV /2011/908";"SEMILY";"SM";97034;0
"UL/⁄STÕ NAD L/2010/191";"⁄STÕ NAD LABEM";"UL";98448;0
"UL/BOéTÃäICE /2010/752";"SKOROTICE U ⁄STÕ NAD LABEM";"UL";97120;0
"PV/Z¡PY      /2010/696";"STR¡NKA";"PV";97552;0
"P1/PRAHA - ST/2010/270";"PRAHA - NOV… MÃSTO";"P1";96248;0
"P1/PRAHA - NO/2010/137";"PRAHA - NOV… MÃSTO";"P2";96249;0
"P1/PRAHA - NO/2010/137";"PRAHA - STAR… MÃSTO";"P1";96267;0
"P1/PRAHA - NO/2010/291";"PRAHA - NOV… MÃSTO";"P2";96249;0
"P1/PRAHA - ST/2010/187";"PRAHA - JOSEFOV";"P1";96215;0
"P1/PRAHA - ST/2010/221";"PRAHA - STAR… MÃSTO";"P1";96267;0
"NB/LYS¡ NAD L/2009/405";"MILOVICE";"NB";94763;0
"KO/PAäINKA   /2010/707";"RATBOÿ";"KO";96682;0
"NB/OKÿÕNEK   /2010/343";"SRBCE U OKÿÕNKA";"NB";97367;0
"PZ/HODKOVICE /2010/453";"VESTEC U PRAHY";"PZ";98716;0
"PV/ÿÕ»ANY U P/2010/367";"RADOäOVICE";"PV";96617;0
"PV/LENSEDLY  /2010/148";"TURKOVICE U ONDÿEJOVA";"PV";98297;0
"PV/BAäç      /2010/564";"LÕBEZNICE";"PV";94069;0
"P4/PRAHA - MO/2010/623";"PRAHA - CHOLUPICE";"P4";96213;0
"BN/PAVLOVICE /2010/632";"VLAäIM";"BN";98841;0
"KO/Z¡SMUKY   /2010/699";"KRYMLOV";"KO";93649;0
"P0/PRAHA - ST/2010/216";"PRAHA - HOSTIVAÿ";"P0";96209;0
"PV/VäESTARY U/2010/142";"STRAN»ICE";"PV";97551;0
"KO/KOLÕN     /2010/681";"TÿI DVORY";"KO";98252;0
"KO/RADIM U KO/2010/343";"CHOTUTICE";"KO";92635;0
"MB/PÕSKOV¡ LH/2010/647";"éœ¡R U MNICHOVA HRADIäTÃ";"MB";99534;0
"BN/BROUMOVICE/2010/106";"NEUSTUPOV";"BN";95207;0
"BN/BROUMOVICE/2010/388";"NEUSTUPOV";"BN";95207;0
"NB/BEN¡TECK¡ /2010/820";"MILOVICE";"NB";94763;0
"NB/BEN¡TECK¡ /2010/197";"MILOVICE";"NB";94763;0
"NB/BEN¡TECK¡ /2010/140";"MILOVICE";"NB";94763;0
"NB/BEN¡TECK¡ /2010/439";"MILOVICE";"NB";94763;0
"PZ/»ERNOäICE /2010/109";"ÿEVNICE";"PZ";96920;0
"PV/Z¡PY      /2008/509";"BRAND›S NAD LABEM";"PV";90478;0
"UL/ÿEHLOVICE /2009/943";"STADICE";"UL";97393;0
"RA/LHOTA POD /1986/763";"MUTÃJOVICE";"RA";94993;0
"RA/LHOTA POD /1984/334";"MUTÃJOVICE";"RA";94993;0
"RA/LHOTA POD /1999/293";"MUTÃJOVICE";"RA";94993;0
"RA/LHOTA POD /1996/606";"MUTÃJOVICE";"RA";94993;0
"SY/LITOMYäL  /2010/302";"POHODLÕ";"SY";96045;0
"SY/LITOMYäL  /2010/302";"NOV¡ VES U LITOMYäLE";"SY";95296;0
"SY/LITOMYäL  /2010/302";"BEN¡TKY U LITOMYäLE";"SY";90144;0
"SY/LITOMYäL  /2010/302";"DOLNÕ ⁄JEZD U LITOMYäLE";"SY";91450;0
"RA/LHOTA POD /1997/599";"MUTÃJOVICE";"RA";94993;0
"P2/PRAHA - VY/2011/407";"PRAHA - NUSLE";"P4";96250;0
"P2/PRAHA - VY/2011/547";"PRAHA - NUSLE";"P4";96250;0
"RA/LHOTA POD /2011/410";"MUTÃJOVICE";"RA";94993;0
"PZ/KARLÕK    /2010/294";"JINO»ANY";"PZ";92967;0
"RA/LHOTA POD /1998/507";"MUTÃJOVICE";"RA";94993;0
"RA/LHOTA POD /1995/177";"MUTÃJOVICE";"RA";94993;0
"PZ/LIB»ICE NA/2010/317";"CH›NOV";"PZ";92744;0
"KO/äTÕHLICE  /2011/557";"KOZOJEDY";"KO";93510;0
"P6/PRAHA - ST/2011/635";"PRAHA - VOKOVICE";"P6";96286;0
"TA/SEZIMOVO ⁄/2010/476";"MÃäICE U T¡BORA";"TA";94666;0
"CH/NEBANICE  /2010/105";"VOKOV U TÿEBENÃ";"CH";98925;0
"PZ/LETY U DOB/1996/137";"KARLÕK";"PZ";93103;0
"PA/HOSTOVICE /2009/399";"»ERN¡ ZA BORY";"PA";90906;0
"CR/HROCHŸV T›/2010/866";"STÕ»ANY";"CR";97517;0
"CR/L¡NY U BYL/2010/167";"SOBÃTUCHY";"CR";97306;0
"CR/PROSE» U S/2010/323";"BOROV¡ U POLI»KY";"SY";90404;0
"CR/SE»       /2010/165";"BÃSTVINA";"CR";90179;0
"CR/SE»       /2010/165";"PAÿÕéOV";"CR";95729;0
"CR/SK¡LA U CH/2010/193";"VRBATŸV KOSTELEC";"CR";99000;0
"CR/STOLANY   /2010/521";"SOBÃTUCHY";"CR";97306;0
"CR/VRBATŸV KO/2010/376";"LEäTINA";"CR";93944;0
"CR/VRBATŸV KO/2010/376";"PROSETÕN U HLINSKA";"CR";96342;0
"JC/KÿEäICE U /2011/263";"PSINICE";"JC";96488;0
"JC/SEKEÿICE  /2010/919";"éLUNICE";"JC";99660;0
"JC/SEKEÿICE  /2011/416";"éLUNICE";"JC";99660;0
"JC/LIB¡“     /2011/484";"LI»NO U MILKOVIC";"JC";94135;0
"KT/NÃM»ICE U /2010/108";"TÿEBÕäOV";"KT";98209;0
"JN/JIZERKA   /2010/555";"JIZERKA";"JN";92999;0
"LI/LOU»N¡    /2010/599";"DONÕN U HR¡DKU NAD NISOU";"LI";91497;0
"LI/BULOVKA   /2010/470";"ARNOLTICE U BULOVKY";"LI";90026;0
"JN/BEDÿICHOV /2010/776";"JANOV NAD NISOU";"JN";92783;0
"PS/BRODESLAVY/2010/968";"BOHY";"PS";90341;0
"PA/MIKULOVICE/2010/369";"BLATO";"PA";90282;0
"PA/MIKULOVICE/2010/543";"BLATO";"PA";90282;0
"PA/MIKULOVICE/2010/866";"BLATO";"PA";90282;0
"PS/VOCHOV    /2010/962";"KOZOLUPY U PLZNÃ";"PS";93516;0
"RO/HR¡DEK U R/2010/513";"NOV¡ HUç";"RO";95252;0
"RO/ROKYCANY  /2010/778";"BOREK U ROKYCAN";"RO";90394;0
"RO/HR¡DEK U R/2010/373";"NOV¡ HUç";"RO";95252;0
"RO/HR¡DEK U R/2010/404";"NOV¡ HUç";"RO";95252;0
"RO/ROKYCANY  /2010/466";"BOREK U ROKYCAN";"RO";90394;0
"DO/HORNÕ KAME/2009/271";"DOLNÕ KAMENICE U STA“KOVA";"DO";91353;0
"RK/PEKLO NAD /2010/294";"VAMBERK";"RK";98508;0
"RK/»ASTOLOVIC/2010/158";"SYNKOV";"RK";97869;0
"RK/»ASTOLOVIC/2010/158";"LIBEL";"RK";94056;0
"CH/NEBANICE  /2010/105";"VRBOV¡";"CH";99023;0
"RK/»ASTOLOVIC/2010/158";"DOMAäÕN U »ERNÕKOVIC";"RK";91481;0
"RK/»ASTOLOVIC/2010/158";"»ERNÕKOVICE";"RK";90924;0
"RK/»ASTOLOVIC/2010/158";"SOLNICE";"RK";97319;0
"RK/JADRN¡    /2010/136";"KUNäT¡T";"RK";93776;0
"TP/ÿETENICE  /2009/781";"TEPLICE";"TP";98057;0
"TP/TEPLICE   /2010/710";"ÿETENICE";"TP";96915;0
"TP/HUDCOV    /2010/417";"ÿETENICE";"TP";96915;0
"TP/éALANY    /2010/403";"BéANY";"TP";90766;0
"TP/MSTIäOV   /2010/730";"BYSTÿICE";"TP";90749;0
"TU/ZLAT¡ OLEä/2003/448";"DEBRN…";"TU";91113;0
"TU/éIRE» MÃST/2004/185";"ZBOéÕ U DVORA KR¡LOV…";"TU";99363;0
"TU/HORNÕ STAR/2002/925";"PROSTÿEDNÕ STAR… BUKY";"TU";96354;0
"TU/POÿÕ»Õ U T/2006/389";"TRUTNOV";"TU";98185;0
"TU/HORNÕ STAR/2008/238";"KALN¡ VODA";"TU";93040;0
"TU/LITÕ»     /2008/579";"HVÃZDA";"TU";92459;0
"TU/BAT“OVICE /2008/710";"SUCHOVRäICE";"TU";97734;0
"TU/DOLNÕ STAR/2008/129";"HORNÕ STAR… MÃSTO";"TU";92156;0
"SM/JILEMNICE /2010/160";"HRABA»OV";"SM";92284;0
"SM/DOLNÕ ROKY/2011/440";"HORNÕ ROKYTNICE NAD JIZEROU";"SM";92135;0
"SM/VÕCHOV¡ NA/2011/108";"HORNÕ SYTOV¡";"SM";92164;0
"SM/TATOBITY  /2011/462";"LESTKOV POD KOZ¡KOVEM";"SM";93934;0
"SM/äTÃP¡NOVIC/2011/327";"HNANICE POD TROSKAMI";"SM";91901;0
"SM/TURNOV    /2011/992";"MAäOV U TURNOVA";"SM";94603;0
"JC/NOV¡ PAKA /2011/779";"LEVÕNSK¡ OLEäNICE";"SM";93965;0
"SM/BUKOVINA U/2011/156";"DALIMÃÿICE";"SM";91091;0
"SM/HORNÕ ROKY/2011/609";"VÕTKOVICE V KRKONOäÕCH";"SM";98814;0
"SM/PÿEPEÿE U /2011/792";"TURNOV";"SM";98299;0
"P0/PRAHA - VR/2011/813";"PRAHA - STRAäNICE";"P0";96269;0
"P0/PRAHA - VR/2011/426";"PRAHA - STRAäNICE";"P0";96269;0
"P4/PRAHA - PO/2011/225";"PRAHA - VYäEHRAD";"P2";96289;0
"P4/PRAHA - PO/2011/225";"PRAHA - BRANÕK";"P4";96185;0
"P6/PRAHA - BU/2011/502";"PRAHA - DEJVICE";"P6";96194;0
"UO/LANäKROUN /2010/108";"RUDOLTICE U LANäKROUNA";"UO";96830;0
"RA/LHOTA POD /1994/381";"MUTÃJOVICE";"RA";94993;0
"PB/NOV… DVORY/2011/396";"KR¡MY";"PB";93554;0
"RA/LHOTA POD /2012/124";"MUTÃJOVICE";"RA";94993;0
"RA/LHOTA POD /2009/656";"MUTÃJOVICE";"RA";94993;0
"TA/CHOTOVINY /2011/448";"T¡BOR";"TA";98000;0
"LT/HLUPICE   /2011/917";"TOUCHOÿINY";"LT";98123;0
"KV/Z¡HOÿICE  /2005/526";"VLADOÿICE";"KV";98825;0
"ME/NELAHOZEVE/2012/218";"VELTRUSY";"ME";98658;0
"TC/KLADRUBY U/2011/786";"POZORKA U KLADRUB";"TC";96175;0
"MB/CHARVATCE /2010/445";"JABKENICE";"MB";92752;0
"UO/CHOCE“    /2011/363";"Z¡ÿECK¡ LHOTA";"UO";99325;0
"UO/CHOCE“    /2011/363";"Z¡ÿECK¡ LHOTA";"UO";99325;0
"TU/HOSTINN…  /2012/646";"CHOTÃVICE";"TU";92619;0
"HB/PÿIBYSLAV /2011/525";"UTÕN";"HB";98464;0
"ST/LN¡ÿE     /2010/634";"KASEJOVICE";"PJ";93116;0
"PJ/LIäICE U D/2011/206";"CHLUM»ANY U PÿEäTIC";"PJ";92544;0
"RO/NOV¡ HUç  /2010/609";"HR¡DEK U ROKYCAN";"RO";92314;0
"RO/NOV¡ HUç  /2010/609";"MIROäOV";"RO";94778;0
"PM/PLZE“     /2010/107";"SKVR“ANY";"PM";97160;0
"HB/SOBÕ“OV   /2011/779";"BÕLEK";"HB";90229;0
"KL/POZDE“    /2011/317";"HÿEäICE";"KL";92407;0
"HK/KOZOJÕDKY /2009/182";"VINARY U SMIDAR";"HK";98767;0
"PZ/HOSTÃRADIC/2011/147";"KAMENN› PÿÕVOZ";"PZ";93078;0
"KH/S¡ZAVA    /2011/981";"»ERN… BUDY";"KH";90912;0
"KH/S¡ZAVA    /2011/981";"STÿÕBRN¡ SKALICE";"KO";97642;0
"BN/NOV¡ VES U/2011/937";"POPOVICE U BENEäOVA";"BN";96124;0
"ME/KOSTELEC N/2011/381";"STÿÕBRN¡ SKALICE";"KO";97642;0
"PV/VäECHROMY /2011/903";"STRAN»ICE";"PV";97551;0
"BN/PECERADY  /2011/773";"T›NEC NAD S¡ZAVOU";"BN";98326;0
"BN/SKALICE U /2011/925";"STRUHAÿOV U BENEäOVA";"BN";97604;0
"KH/MÃLNÕK NAD/2011/901";"⁄éICE U KUTN… HORY";"KH";98472;0
"PV/KVÃTNICE  /2011/705";"⁄VALY U PRAHY";"PV";98468;0
"PV/JAéLOVICE /2011/837";"ÿÕ»ANY U PRAHY";"PV";96924;0
"PJ/PÿEäTICE  /2010/955";"DOLNÕ LUKAVICE";"PJ";91377;0
"P1/PRAHA - HR/2012/528";"PRAHA - MAL¡ STRANA";"P1";96240;0
"MB/éER»ICE   /2010/764";"SEM»ICE";"MB";97028;0
"MB/éER»ICE   /2010/764";"PÃ»ICE";"MB";95777;0
"TC/KO»OV     /2009/390";"BEZDÃKOV U DAMNOVA";"TC";90196;0
"TC/KO»OV     /2009/390";"VÕTOVICE U PAVLOVIC";"TC";98818;0
"TC/KO»OV     /2009/156";"BEZDÃKOV U DAMNOVA";"TC";90196;0
"TC/KO»OV     /2009/156";"VÕTOVICE U PAVLOVIC";"TC";98818;0
"TC/KO»OV     /2009/496";"BEZDÃKOV U DAMNOVA";"TC";90196;0
"KL/TÿEBICHOVI/2011/754";"HRDLÕV";"KL";92362;0
"P6/PRAHA - BU/2011/341";"PRAHA - DEJVICE";"P6";96194;0
"KL/KRO»EHLAVY/2011/692";"PLETEN› ⁄JEZD";"KL";95923;0
"KL/VINAÿICE U/2011/468";"MOTY»ÕN";"KL";94955;0
"P6/PRAHA - SE/2011/895";"PRAHA - SUCHDOL";"P6";96272;0
"KL/PLETEN› ⁄J/2011/539";"BRAäKOV";"KL";90494;0
"KL/PLETEN› ⁄J/2011/539";"KYäICE";"KL";93829;0
"KL/PLETEN› ⁄J/2011/539";"MAL… KYäICE";"KL";94476;0
"KH/DOLNÕ BU»I/2012/643";"VRDY";"KH";99028;0
"KO/STAR› KOLÕ/2012/732";"SVAT¡ KATEÿINA";"KH";97765;0
"KO/STAR› KOLÕ/2012/732";"HLÕZOV";"KH";91876;0
"KO/STAR› KOLÕ/2012/732";"LIBENICE";"KO";94058;0
"KO/KOLÕN     /2007/393";"äTÕTARY U KOLÕNA";"KO";97977;0
"KO/KOLÕN     /2007/393";"POLEPY U KOLÕNA";"KO";96080;0
"KO/KOLÕN     /2007/393";"NEBOVIDY";"KO";95081;0
"KH/SVAT› MIKU/2012/269";"NOV… DVORY U KUTN… HORY";"KH";95325;0
"KO/KOLÕN     /2010/122";"äTÕTARY U KOLÕNA";"KO";97977;0
"KO/KOLÕN     /2010/122";"POLEPY U KOLÕNA";"KO";96080;0
"KO/KOLÕN     /2010/122";"NEBOVIDY";"KO";95081;0
"KH/HABRKOVICE/2012/800";"SVAT¡ KATEÿINA";"KH";97765;0
"KH/HABRKOVICE/2012/800";"LIäICE";"HK";94207;0
"KH/HABRKOVICE/2012/800";"SVAT› MIKUL¡ä";"KH";97782;0
"KH/HABRKOVICE/2012/800";"KOBYLNICE NAD DOUBRAVOU";"KH";93273;0
"P6/PRAHA - RU/2011/855";"KNÃéEVES U PRAHY";"PZ";93242;0
"TU/HORNÕ MARä/2011/732";"TEMN› DŸL";"TU";98052;0
"P9/PRAHA - HL/2011/119";"PRAHA - VYSO»ANY";"P9";96288;0
"CH/VELK› LUH /2011/410";"SKALN¡";"CH";97093;0
"PV/MOCHOV    /2011/115";"KOZOVAZY";"PV";93518;0
"PV/MOCHOV    /2011/115";"VYK¡“";"NB";99106;0
"CR/TUNÃCHODY /2011/184";"⁄HÿETICE";"CR";98374;0
"LI/BÕL› KOSTE/2011/398";"V¡CLAVICE U HR¡DKU NAD NISOU";"LI";98478;0
"NA/äONOV U NO/2009/919";"PROVODOV";"NA";96365;0
"NA/KRAMOLNA  /2009/412";"VYSOKOV";"NA";99151;0
"NA/KRAMOLNA  /2009/412";"MÃSTSK¡ KRAMOLNA";"NA";94663;0
"NA/MÃSTSK¡ KR/2009/955";"N¡CHOD";"NA";95052;0
"NA/N¡CHOD    /2009/726";"DOLNÕ RADECHOV¡";"NA";91414;0
"NA/BABÕ U N¡C/2009/453";"DOLNÕ RADECHOV¡";"NA";91414;0
"NA/»ESK¡ SKAL/2010/943";"MAL¡ SKALICE";"NA";94454;0
"NA/N¡CHOD    /2010/492";"STAR… MÃSTO NAD METUJÕ";"NA";97452;0
"PA/MIKULOVICE/2011/985";"BLATO";"PA";90282;0
"PJ/DOBÿANY   /2011/834";"VSTIä";"PJ";99058;0
"RK/POTäTEJN  /2011/319";"Z¡MÃL";"RK";99314;0
"RK/DLOUH¡ VES/2011/223";"ROVE“ U RYCHNOVA NAD KNÃéNOU";"RK";96770;0
"RK/ROVE“ U RY/2011/801";"DLOUH¡ VES U RYCHNOVA NAD KNÃéNOU";"RK";91182;0
"RK/LÕPA NAD O/2011/363";"»ESTICE U »ASTOLOVIC";"RK";91032;0
"RK/LÕPA NAD O/2011/363";"»ASTOLOVICE";"RK";90832;0
"TC/PÕSTOV    /2011/883";"BONÃNOV";"TC";90367;0
"TC/KLADRUBY U/2011/379";"POZORKA U KLADRUB";"TC";96175;0
"SM/HNANICE PO/2012/782";"KTOV¡";"SM";93735;0
"SM/LEVÕNSK¡ O/2012/460";"éœ¡R U STAR… PAKY";"SM";99538;0
"SM/CHUCHELNA /2012/739";"LHOTA KOM¡ROV";"SM";93977;0
"UL/LHOTA POD /2011/469";"PROBOäTOV U TAäOVA";"UL";96320;0
"P1/PRAHA - NO/2011/477";"PRAHA - STAR… MÃSTO";"P1";96267;0
"P1/PRAHA - NO/2011/477";"PRAHA - STAR… MÃSTO";"P1";96267;0
"P1/PRAHA - JO/2011/208";"PRAHA - JOSEFOV";"P1";96215;0
"P1/PRAHA - JO/2011/208";"PRAHA - JOSEFOV";"P1";96215;0
"P1/PRAHA - MA/2011/443";"PRAHA - MAL¡ STRANA";"P1";96240;0
"P1/PRAHA - MA/2011/151";"PRAHA - MAL¡ STRANA";"P1";96240;0
"P1/PRAHA - NO/2011/579";"PRAHA - NOV… MÃSTO";"P1";96248;0
"P2/PRAHA - NO/2011/492";"PRAHA - NOV… MÃSTO";"P2";96249;0
"P2/PRAHA - NO/2011/869";"PRAHA - NOV… MÃSTO";"P2";96249;0
"P8/PRAHA - BO/2011/106";"PRAHA - BOHNICE";"P8";96184;0
"P1/PRAHA - MA/2011/657";"PRAHA - HRAD»ANY";"P1";96210;0
"TA/PODBOÿÕ   /2009/632";"OPAÿANY";"TA";95557;0
"PI/LÕäNICE U /2009/816";"Z¡LäÕ";"TA";99295;0
"TA/RADÃTICE U/2011/116";"BOROVANY U MILEVSKA";"PI";90407;0
"TA/RADÃTICE U/2011/623";"BOROVANY U MILEVSKA";"PI";90407;0
"TA/RATAJE U B/2009/593";"ZBÃäICE";"PI";99355;0
"TA/SENOéATY U/2010/923";"HAäKOVCOVA LHOTA";"TA";91799;0
"PI/ZBÃäICE   /2010/852";"RATAJE U BECHYNÃ";"TA";96680;0
"PI/HANOV     /2009/619";"Z¡LäÕ U SEPEKOVA";"PI";99297;0
"JC/éELEZNICE /2012/150";"TÃäÕN";"JC";98069;0
"JC/SEDLIäTÃ U/2012/626";"HÿMENÕN";"JC";92424;0
"JC/VAéICE    /2012/959";"BYSTÿICE";"JC";90748;0
"JC/KAL       /2012/310";"VÿESNÕK U TETÕNA";"JC";99056;0
"RO/HR¡DEK U R/2011/241";"DOBÿÕV";"RO";91262;0
"RO/HR¡DEK U R/2011/241";"MIROäOV";"RO";94778;0
"DC/OVESN¡    /2011/829";"DOBRN¡";"DC";91221;0
"DC/PODMOKLY  /2011/808";"KÿEäICE U DÃ»ÕNA";"DC";93687;0
"CV/⁄DLICE    /2011/188";"PÿE»APLY";"CV";96376;0
"LT/NOV… KOPIS/2011/114";"TEREZÕN";"LT";98063;0
"CV/JIRKOV    /2011/565";"BÿEZENEC";"CV";90580;0
