"KOD";"PORC_ADB";"PORC_SOUR";"X_JTSK";"Y_JTSK";"Z1";"Z2";"Z3";"SNIZ_POD";"OKRAJ";"V_SYST"
"P1/PRAHA - HR/2011/333";1;1;745117,0;1,042858e+06;294,13;292,36;292,85;1;0;
"P1/PRAHA - HR/2011/333";2;1;745126,0;1,042848e+06;294,22;292,40;292,82;1;0;
"P1/PRAHA - HR/2011/333";3;1;745116,0;1,042837e+06;294,14;291,03;292,18;1;0;
"P1/PRAHA - HR/2011/789";1;1;745117,0;1,042858e+06;294,13;292,36;292,85;1;0;
"P1/PRAHA - HR/2011/789";2;1;745126,0;1,042848e+06;294,22;292,40;292,82;1;0;
"P1/PRAHA - HR/2011/789";3;1;745116,0;1,042837e+06;294,14;291,03;292,18;1;0;
"P1/PRAHA - JO/2007/139";1;1;743122,4;1,042803e+06;;184,92;186,50;0;0;
"P1/PRAHA - JO/2007/139";2;1;743155,1;1,04277e+06;;;;0;1;
"P1/PRAHA - JO/2007/139";2;2;743116,6;1,042786e+06;;;;0;1;
"P1/PRAHA - JO/2007/139";2;3;743121,3;1,042797e+06;;;;0;1;
"P1/PRAHA - JO/2007/139";2;4;743118,4;1,042799e+06;;;;0;1;
"P1/PRAHA - JO/2007/139";2;5;743121,6;1,042806e+06;;;;0;1;
"P1/PRAHA - JO/2007/139";2;6;743144,1;1,042797e+06;;;;0;1;
"P1/PRAHA - JO/2007/139";2;7;743150,4;1,042811e+06;;;;0;1;
"P1/PRAHA - JO/2007/139";2;8;743153,4;1,04281e+06;;;;0;1;
"P1/PRAHA - JO/2007/139";2;9;743147,3;1,042796e+06;;;186,04;0;1;
"P1/PRAHA - JO/2007/139";2;10;743163,1;1,042789e+06;;;;0;1;
"P1/PRAHA - JO/2007/139";2;11;743166,6;1,042797e+06;;;;0;1;
"P1/PRAHA - JO/2007/139";2;12;743171,8;1,042795e+06;;;;0;1;
"P1/PRAHA - JO/2007/139";2;13;743162,9;1,042774e+06;;;;0;1;
"P1/PRAHA - JO/2007/139";2;14;743157,4;1,042775e+06;;;;0;1;
"P1/PRAHA - JO/2007/684";1;1;742910,5;1,042834e+06;;;185,46;0;1;
"P1/PRAHA - JO/2007/684";1;2;742904,9;1,042855e+06;;;;0;1;
"P1/PRAHA - JO/2007/684";1;3;742906,3;1,042858e+06;;;;0;1;
"P1/PRAHA - JO/2007/684";1;4;742934,1;1,042866e+06;;;;0;1;
"P1/PRAHA - JO/2007/684";1;5;742939,8;1,042848e+06;;;;0;1;
"P1/PRAHA - JO/2007/684";1;6;742940,3;1,042846e+06;;;;0;1;
"P1/PRAHA - JO/2007/684";1;7;742940,3;1,042845e+06;;;;0;1;
"P1/PRAHA - JO/2007/684";1;8;742940,5;1,042842e+06;;;;0;1;
"P1/PRAHA - JO/2007/684";1;9;742932,7;1,04284e+06;;;;0;1;
"P1/PRAHA - JO/2007/684";1;10;742923,9;1,042838e+06;;;;0;1;
"P1/PRAHA - JO/2011/208";1;1;743050,0;1,042692e+06;189,35;187,92;0,00;0;0;
"P1/PRAHA - JO/2011/208";1;2;743045,0;1,042693e+06;189,19;187,75;0,00;0;0;
"P1/PRAHA - JO/2011/208";2;1;743048,0;1,042662e+06;189,59;187,95;0,00;0;0;
"P1/PRAHA - JO/2011/208";2;2;743051,0;1,042666e+06;189,60;187,75;0,00;0;0;
"P1/PRAHA - JO/2011/208";3;1;743032,0;1,042642e+06;189,84;188,30;0,00;0;0;
"P1/PRAHA - JO/2011/208";3;2;743029,0;1,042639e+06;189,87;188,30;0,00;0;0;
"P1/PRAHA - JO/2011/208";4;1;742996,0;1,042704e+06;188,71;187,25;185,80;0;0;
"P1/PRAHA - JO/2011/208";4;2;742997,0;1,042706e+06;188,70;187,32;0,00;0;0;
"P1/PRAHA - JO/2011/208";5;1;742983,0;1,042706e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - JO/2011/208";5;2;743055,0;1,042692e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - JO/2011/208";5;3;743060,0;1,042677e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - JO/2011/208";5;4;743018,0;1,042623e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - JO/2011/498";1;1;742993,0;1,042914e+06;186,50;184,50;0,00;0;0;
"P1/PRAHA - JO/2011/498";2;1;742978,2;1,042906e+06;186,60;185,80;184,76;1;0;
"P1/PRAHA - JO/2011/498";3;1;742982,1;1,042899e+06;186,70;185,76;0,00;0;0;
"P1/PRAHA - JO/2011/498";4;1;742981,7;1,042914e+06;186,48;185,36;0,00;0;0;
"P1/PRAHA - JO/2011/498";5;1;742983,1;1,04292e+06;186,35;185,80;0,00;0;0;
"P1/PRAHA - JO/2011/498";6;1;742978,1;1,042909e+06;186,70;185,78;0,00;0;0;
"P1/PRAHA - JO/2011/513";1;1;742933,0;1,042725e+06;189,76;188,20;0,00;0;0;
"P1/PRAHA - JO/2011/513";2;1;742911,0;1,042767e+06;189,84;187,70;0,00;0;0;
"P1/PRAHA - JO/2011/513";2;2;742909,0;1,042775e+06;189,94;187,80;0,00;0;0;
"P1/PRAHA - JO/2011/513";3;1;742912,0;1,042802e+06;189,90;188,17;0,00;0;0;
"P1/PRAHA - JO/2011/513";3;2;742911,0;1,042804e+06;189,90;188,15;0,00;0;0;
"P1/PRAHA - JO/2011/513";4;1;742945,0;1,042681e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - JO/2011/513";4;2;742902,0;1,042841e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - JO/2011/570";1;1;742974,0;1,042795e+06;190,10;188,40;0,00;0;0;
"P1/PRAHA - JO/2011/570";1;2;742975,0;1,042795e+06;190,10;188,43;0,00;0;0;
"P1/PRAHA - JO/2011/570";2;1;742980,0;1,042797e+06;190,10;188,04;0,00;0;0;
"P1/PRAHA - JO/2011/570";3;1;742923,0;1,042784e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - JO/2011/570";3;2;742983,0;1,042797e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - MA/2003/790";1;1;744034,0;1,043443e+06;193,00;188,60;189,50;0;1;
"P1/PRAHA - MA/2003/790";1;2;744026,0;1,043445e+06;193,00;188,60;189,50;0;1;
"P1/PRAHA - MA/2003/790";1;3;744028,0;1,043449e+06;193,00;188,60;189,50;0;1;
"P1/PRAHA - MA/2003/790";1;4;744031,0;1,043454e+06;193,00;188,60;189,50;0;1;
"P1/PRAHA - MA/2003/790";1;5;744036,0;1,043453e+06;193,00;188,60;189,50;0;1;
"P1/PRAHA - MA/2003/790";2;1;744038,0;1,043448e+06;193,50;187,80;191,70;0;0;
"P1/PRAHA - MA/2003/790";3;1;744053,0;1,04346e+06;193,00;191,00;;0;0;
"P1/PRAHA - MA/2010/129";1;1;743720,0;1,042944e+06;188,60;187,00;0,00;0;0;
"P1/PRAHA - MA/2010/138";1;1;743572,0;1,042754e+06;188,35;185,95;0,00;0;1;
"P1/PRAHA - MA/2010/138";1;2;743572,0;1,042756e+06;188,70;185,95;0,00;0;1;
"P1/PRAHA - MA/2010/179";1;1;743891,0;1,042567e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - MA/2010/179";1;2;743891,0;1,04257e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - MA/2010/179";1;3;743887,0;1,042574e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - MA/2010/179";1;4;743885,0;1,042574e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - MA/2010/179";1;5;743885,0;1,04257e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - MA/2010/202";1;1;743874,0;1,043508e+06;192,00;188,56;0,00;0;0;
"P1/PRAHA - MA/2010/202";1;2;743864,0;1,043508e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - MA/2010/300";1;1;743878,0;1,042491e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - MA/2010/300";1;2;743874,0;1,042496e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - MA/2010/339";1;1;743749,0;1,04328e+06;188,27;186,41;0,00;0;0;
"P1/PRAHA - MA/2010/339";1;2;743750,0;1,043291e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - MA/2010/377";1;1;744006,0;1,042778e+06;195,50;194,27;0,00;0;0;
"P1/PRAHA - MA/2010/513";1;1;743992,0;1,042504e+06;205,20;204,90;205,05;0;0;
"P1/PRAHA - MA/2010/513";1;2;743992,0;1,042514e+06;204,54;204,24;204,40;0;0;
"P1/PRAHA - MA/2010/534";1;1;743720,0;1,042944e+06;188,55;186,63;0,00;0;0;
"P1/PRAHA - MA/2010/661";1;1;743914,0;1,043214e+06;188,72;187,38;0,00;0;0;
"P1/PRAHA - MA/2010/661";1;2;743910,0;1,043215e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - MA/2010/661";1;3;743911,0;1,043219e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - MA/2010/802";1;1;743681,0;1,042948e+06;188,90;187,04;0,00;0;0;
"P1/PRAHA - MA/2010/868";1;1;744050,0;1,042794e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - MA/2010/868";1;2;744044,0;1,042782e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - MA/2010/937";1;1;743987,0;1,043059e+06;190,60;189,05;0,00;0;0;
"P1/PRAHA - MA/2011/151";1;3;743759,9;1,042871e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - MA/2011/151";1;4;743756,3;1,04287e+06;190,10;186,06;0,00;0;0;
"P1/PRAHA - MA/2011/151";1;5;743756,1;1,042874e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - MA/2011/151";1;6;743759,7;1,042871e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - MA/2011/151";2;1;743766,4;1,042874e+06;186,40;185,20;0,00;0;0;
"P1/PRAHA - MA/2011/151";2;2;743764,4;1,042874e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - MA/2011/151";2;7;743764,3;1,042876e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - MA/2011/151";2;8;743766,2;1,042876e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - MA/2011/191";1;1;743760,0;1,042871e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - MA/2011/191";1;2;743756,0;1,04287e+06;190,00;186,00;0,00;0;0;
"P1/PRAHA - MA/2011/191";1;3;743756,0;1,042874e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - MA/2011/191";1;4;743760,0;1,042871e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - MA/2011/191";2;1;743766,0;1,042874e+06;186,00;185,00;0,00;0;0;
"P1/PRAHA - MA/2011/191";2;2;743764,0;1,042874e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - MA/2011/191";2;3;743764,0;1,042876e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - MA/2011/191";2;4;743759,0;1,042876e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - MA/2011/269";1;1;743852,1;1,042929e+06;186,10;184,30;;0;0;
"P1/PRAHA - MA/2011/269";2;1;743852,7;1,042933e+06;186,10;184,70;0,00;0;0;
"P1/PRAHA - MA/2011/269";3;1;743840,1;1,042936e+06;186,10;184,80;0,00;0;0;
"P1/PRAHA - MA/2011/269";4;1;743838,0;1,042932e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - MA/2011/270";1;1;743906,0;1,043231e+06;189,00;186,40;0,00;0;0;
"P1/PRAHA - MA/2011/270";1;2;743908,0;1,043237e+06;189,00;186,40;185,62;0;0;
"P1/PRAHA - MA/2011/270";2;1;743908,0;1,043237e+06;189,00;186,40;185,62;0;0;
"P1/PRAHA - MA/2011/270";2;2;743910,0;1,043242e+06;189,28;186,46;0,00;0;0;
"P1/PRAHA - MA/2011/270";2;3;743916,0;1,043241e+06;189,34;186,32;185,90;0;0;
"P1/PRAHA - MA/2011/270";2;4;743911,0;1,043235e+06;188,87;186,40;0,00;0;0;
"P1/PRAHA - MA/2011/412";1;1;743977,0;1,043412e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - MA/2011/412";1;2;743968,0;1,043412e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - MA/2011/412";1;3;743965,0;1,04341e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - MA/2011/443";1;1;743923,0;1,04351e+06;189,75;187,11;;0;0;
"P1/PRAHA - MA/2011/443";2;1;743919,0;1,043495e+06;186,85;185,52;186,57;0;0;
"P1/PRAHA - MA/2011/443";3;1;743937,0;1,043499e+06;186,92;186,14;186,70;0;0;
"P1/PRAHA - MA/2011/443";4;1;743929,0;1,043496e+06;186,85;185,95;186,26;0;0;
"P1/PRAHA - MA/2011/443";5;1;743932,0;1,043492e+06;186,85;186,25;186,74;0;0;
"P1/PRAHA - MA/2011/450";1;1;744304,9;1,0426e+06;230,95;226,30;231,60;1;0;
"P1/PRAHA - MA/2011/450";1;2;744297,2;1,042602e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - MA/2011/450";1;3;744297,8;1,042608e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - MA/2011/450";1;4;744301,6;1,042607e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - MA/2011/450";1;5;744301,1;1,042604e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - MA/2011/450";1;6;744305,3;1,042603e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - MA/2011/450";2;1;744314,6;1,042627e+06;229,30;228,44;229,30;1;0;
"P1/PRAHA - MA/2011/450";2;2;744310,9;1,042628e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - MA/2011/450";3;1;744353,4;1,042584e+06;250,50;247,00;249,50;1;1;
"P1/PRAHA - MA/2011/450";3;2;744348,9;1,042584e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - MA/2011/450";3;3;744338,8;1,042587e+06;248,50;243,80;246,00;1;1;
"P1/PRAHA - MA/2011/450";3;4;744339,6;1,042592e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - MA/2011/450";3;5;744353,5;1,04259e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - MA/2011/450";4;1;744338,8;1,042607e+06;236,60;235,80;236,00;1;0;
"P1/PRAHA - MA/2011/450";4;2;744324,9;1,042609e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - MA/2011/450";5;1;744302,1;1,042637e+06;231,10;228,80;0,00;0;0;
"P1/PRAHA - MA/2011/450";6;1;744309,9;1,04263e+06;231,60;231,30;231,30;1;0;
"P1/PRAHA - MA/2011/450";7;1;744320,6;1,042605e+06;236,44;234,40;235,88;1;1;
"P1/PRAHA - MA/2011/450";7;2;744317,0;1,042606e+06;0,00;0,00;234,60;0;1;
"P1/PRAHA - MA/2011/450";7;3;744318,2;1,04261e+06;0,00;0,00;234,60;0;1;
"P1/PRAHA - MA/2011/450";7;4;744321,8;1,042609e+06;0,00;0,00;235,70;1;1;
"P1/PRAHA - MA/2011/450";8;1;744350,4;1,042598e+06;0,00;0,00;236,08;1;0;
"P1/PRAHA - MA/2011/450";8;2;744322,6;1,042602e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - MA/2011/450";9;1;744351,3;1,042602e+06;0,00;0,00;238,90;1;0;
"P1/PRAHA - MA/2011/487";1;1;743913,0;1,042514e+06;192,64;190,51;0,00;0;0;
"P1/PRAHA - MA/2011/657";1;1;744689,0;1,042774e+06;228,22;226,45;227,58;0;0;
"P1/PRAHA - MA/2011/657";1;2;744683,0;1,042727e+06;227,80;226,55;227,20;0;0;
"P1/PRAHA - MA/2011/805";1;1;744072,0;1,043053e+06;192,91;191,41;191,66;1;0;
"P1/PRAHA - MA/2011/805";1;2;744068,0;1,043053e+06;192,88;191,47;0,00;0;0;
"P1/PRAHA - MA/2011/805";2;1;744073,0;1,043043e+06;191,63;190,73;191,37;1;0;
"P1/PRAHA - MA/2011/805";2;2;744068,0;1,043043e+06;192,94;191,78;0,00;0;0;
"P1/PRAHA - MA/2011/805";2;3;744068,0;1,043048e+06;192,95;191,48;191,58;1;0;
"P1/PRAHA - MA/2011/805";2;4;744072,0;1,043048e+06;191,41;190,81;191,28;1;0;
"P1/PRAHA - MA/2011/805";3;1;744107,0;1,043055e+06;192,31;191,28;0,00;0;0;
"P1/PRAHA - MA/2011/805";3;2;744075,0;1,043054e+06;192,27;191,87;0,00;0;0;
"P1/PRAHA - MA/2011/805";3;3;744075,0;1,043043e+06;192,21;191,21;191,41;1;0;
"P1/PRAHA - MA/2011/805";3;4;744073,0;1,043043e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - MA/2011/805";3;5;744073,0;1,043056e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - MA/2011/805";3;6;744107,0;1,043056e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - MA/2012/156";1;1;743827,1;1,042939e+06;187,86;185,10;0,00;0;0;
"P1/PRAHA - MA/2012/215";1;1;744339,4;1,042886e+06;212,69;210,77;211,09;0;0;
"P1/PRAHA - MA/2012/215";1;2;744337,9;1,042879e+06;211,15;210,30;0,00;0;0;
"P1/PRAHA - MA/2012/215";2;1;744344,0;1,042872e+06;211,14;208,80;208,72;0;0;
"P1/PRAHA - MA/2012/215";3;1;744342,6;1,042872e+06;210,37;208,64;208,74;0;0;
"P1/PRAHA - MA/2012/215";3;2;744339,4;1,042871e+06;210,47;208,44;208,63;0;0;
"P1/PRAHA - MA/2012/215";3;3;744335,4;1,042871e+06;211,14;208,51;0,00;0;0;
"P1/PRAHA - MA/2012/215";4;1;744335,1;1,042871e+06;209,84;208,34;0,00;0;0;
"P1/PRAHA - MA/2012/215";4;2;744330,5;1,042869e+06;209,67;207,78;207,21;0;0;
"P1/PRAHA - MA/2012/243";1;1;743592,0;1,042634e+06;188,16;186,60;187,65;0;0;
"P1/PRAHA - MA/2012/243";1;2;743592,0;1,042636e+06;188,16;186,46;187,80;0;0;
"P1/PRAHA - MA/2012/243";2;1;743588,0;1,042635e+06;188,12;188,12;187,60;0;0;
"P1/PRAHA - MA/2012/243";3;1;743595,0;1,042627e+06;188,13;184,20;187,30;0;0;
"P1/PRAHA - MA/2012/252";1;1;744210,4;1,043369e+06;210,94;209,05;209,85;0;0;
"P1/PRAHA - MA/2012/252";1;2;744167,0;1,043375e+06;205,65;204,30;204,80;0;0;
"P1/PRAHA - MA/2012/252";2;1;744103,9;1,043418e+06;198,18;197,40;;0;0;
"P1/PRAHA - MA/2012/252";2;2;744119,5;1,043557e+06;197,27;195,74;196,00;0;0;
"P1/PRAHA - MA/2012/252";2;3;744104,7;1,043583e+06;192,79;192,28;0,00;0;0;
"P1/PRAHA - MA/2012/252";2;4;744105,5;1,043602e+06;192,84;0,00;0,00;0;0;
"P1/PRAHA - MA/2012/259";1;1;743809,0;1,043054e+06;189,30;187,30;0,00;0;1;
"P1/PRAHA - MA/2012/259";1;2;743805,3;1,043055e+06;189,30;187,30;0,00;0;1;
"P1/PRAHA - MA/2012/259";1;3;743810,4;1,043087e+06;189,30;187,30;0,00;0;1;
"P1/PRAHA - MA/2012/259";1;4;743814,0;1,043088e+06;189,30;187,30;0,00;0;1;
"P1/PRAHA - MA/2012/259";2;5;743870,8;1,04305e+06;190,89;190,14;0,00;0;0;
"P1/PRAHA - MA/2012/259";2;6;743870,0;1,043074e+06;190,80;189,85;0,00;0;0;
"P1/PRAHA - MA/2012/259";2;7;743878,8;1,043074e+06;190,73;189,90;0,00;0;0;
"P1/PRAHA - MA/2012/343";1;1;744399,0;1,042743e+06;209,45;208,72;0,00;0;0;
"P1/PRAHA - MA/2012/343";2;1;744406,0;1,042732e+06;210,93;210,33;209,46;0;0;
"P1/PRAHA - MA/2012/343";3;1;744398,0;1,042725e+06;212,28;211,96;0,00;0;0;
"P1/PRAHA - MA/2012/343";4;1;744401,0;1,042737e+06;210,86;210,43;0,00;0;0;
"P1/PRAHA - MA/2012/343";5;1;744403,0;1,04273e+06;210,87;210,60;0,00;0;0;
"P1/PRAHA - MA/2012/343";6;1;744399,0;1,042731e+06;210,91;210,74;0,00;0;0;
"P1/PRAHA - MA/2012/453";1;1;743924,8;1,04351e+06;189,80;185,89;186,40;0;1;
"P1/PRAHA - MA/2012/453";1;2;743923,6;1,043497e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - MA/2012/453";1;3;743921,9;1,043496e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - MA/2012/453";1;4;743918,1;1,043496e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - MA/2012/453";1;5;743919,5;1,04351e+06;190,00;185,89;186,46;0;1;
"P1/PRAHA - MA/2012/466";1;1;743634,8;1,042775e+06;188,20;186,95;0,00;0;0;
"P1/PRAHA - MA/2012/485";1;1;743881,8;1,042987e+06;190,45;189,35;0,00;0;0;
"P1/PRAHA - MA/2012/606";1;1;744282,6;1,042704e+06;210,97;210,07;210,70;1;0;
"P1/PRAHA - MA/2012/649";1;1;743761,0;1,042882e+06;189,00;188,00;0,00;0;0;
"P1/PRAHA - MA/2012/813";1;1;743921,0;1,043405e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - MA/2012/821";1;1;744298,3;1,042733e+06;212,40;209,56;0,00;0;0;
"P1/PRAHA - MA/2012/850";1;1;744297,6;1,04286e+06;208,40;207,19;0,00;0;0;
"P1/PRAHA - MA/2012/850";1;2;744296,9;1,042869e+06;208,64;207,50;0,00;0;0;
"P1/PRAHA - MA/2012/850";2;1;744297,5;1,042855e+06;205,70;204,85;0,00;0;0;
"P1/PRAHA - MA/2012/850";2;2;744297,5;1,042857e+06;205,70;204,78;0,00;0;0;
"P1/PRAHA - MA/2012/850";3;1;744295,8;1,04287e+06;210,35;207,66;0,00;0;0;
"P1/PRAHA - MA/2012/850";3;2;744298,0;1,042883e+06;210,49;207,60;207,75;0;0;
"P1/PRAHA - MA/2012/850";3;3;744298,8;1,042894e+06;210,93;209,50;210,40;0;0;
"P1/PRAHA - MA/2012/850";4;1;744294,3;1,042881e+06;211,27;208,68;0,00;0;0;
"P1/PRAHA - MA/2012/850";4;2;744294,5;1,042883e+06;211,22;208,70;0,00;0;0;
"P1/PRAHA - MA/2012/850";5;1;744296,8;1,04288e+06;209,82;207,25;207,40;1;0;
"P1/PRAHA - MA/2012/850";5;2;744294,3;1,042881e+06;209,81;207,84;0,00;0;0;
"P1/PRAHA - MA/2012/850";6;1;744298,3;1,042893e+06;210,07;208,49;210,60;1;0;
"P1/PRAHA - MA/2012/850";7;1;744302,3;1,042893e+06;212,70;211,93;0,00;0;0;
"P1/PRAHA - MA/2012/850";7;2;744302,8;1,042896e+06;212,69;211,87;0,00;0;0;
"P1/PRAHA - MA/2012/874";1;1;744006,4;1,042964e+06;191,52;0,00;0,00;0;1;
"P1/PRAHA - MA/2012/874";1;2;744001,5;1,042963e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - MA/2012/874";1;3;744001,7;1,042967e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - MA/2012/874";1;4;744006,5;1,042967e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - MA/2012/937";1;1;744436,0;1,042674e+06;227,14;226,25;0,00;0;0;
"P1/PRAHA - MA/2012/937";1;2;744440,0;1,042672e+06;227,69;226,66;0,00;0;0;
"P1/PRAHA - MA/2012/937";2;1;744442,0;1,042671e+06;228,32;227,16;0,00;0;0;
"P1/PRAHA - MA/2012/937";2;2;744453,0;1,042667e+06;229,50;228,34;228,64;0;0;
"P1/PRAHA - MA/2012/937";3;1;744478,0;1,042655e+06;232,75;231,73;232,34;1;0;
"P1/PRAHA - MA/2012/937";4;1;744479,0;1,042656e+06;232,70;231,74;231,99;1;0;
"P1/PRAHA - MA/2012/937";4;2;744482,0;1,042655e+06;233,05;232,01;232,44;1;0;
"P1/PRAHA - MA/2012/937";4;3;744489,0;1,042653e+06;233,69;232,58;233,03;1;0;
"P1/PRAHA - MA/2012/937";4;4;744503,0;1,04265e+06;235,37;234,17;234,48;1;0;
"P1/PRAHA - MA/2012/937";5;1;744475,0;1,042656e+06;232,34;231,39;231,95;1;0;
"P1/PRAHA - MA/2012/937";6;1;744485,0;1,042653e+06;233,47;232,28;233,00;1;0;
"P1/PRAHA - MA/2012/937";7;1;744492,0;1,042652e+06;234,15;233,05;0,00;0;0;
"P1/PRAHA - MA/2012/937";8;1;744501,0;1,04265e+06;235,18;234,05;234,46;1;0;
"P1/PRAHA - MA/2012/937";9;1;744519,0;1,042646e+06;237,73;236,58;236,86;1;0;
"P1/PRAHA - MA/2013/263";1;1;744457,4;1,042695e+06;225,30;223,90;0,00;0;0;
"P1/PRAHA - MA/2013/263";2;1;744445,1;1,04268e+06;223,50;222,70;222,90;0;0;
"P1/PRAHA - MA/2013/372";1;1;743953,0;1,042819e+06;194,65;193,54;0,00;0;0;
"P1/PRAHA - MA/2013/372";1;2;743954,0;1,042824e+06;194,65;193,45;0,00;0;0;
"P1/PRAHA - MA/2013/374";1;1;743897,0;1,043078e+06;190,35;189,70;0,00;0;0;
"P1/PRAHA - MA/2013/374";1;2;743895,1;1,043079e+06;190,35;189,75;0,00;0;0;
"P1/PRAHA - MA/2013/374";1;3;743893,9;1,043071e+06;190,45;189,95;0,00;0;0;
"P1/PRAHA - MA/2013/374";1;4;743893,3;1,043067e+06;190,53;190,05;0,00;0;0;
"P1/PRAHA - MA/2013/374";1;5;743890,1;1,043057e+06;190,82;190,12;0,00;0;0;
"P1/PRAHA - MA/2013/397";1;1;743687,0;1,04291e+06;188,70;187,04;0,00;0;0;
"P1/PRAHA - MA/2013/397";1;2;743685,0;1,042911e+06;188,70;187,04;0,00;0;0;
"P1/PRAHA - MA/2013/397";1;3;743686,0;1,042913e+06;188,70;185,00;0,00;0;0;
"P1/PRAHA - MA/2013/397";1;4;743688,0;1,042912e+06;188,70;187,04;0,00;0;0;
"P1/PRAHA - MA/2013/397";2;1;743700,0;1,04292e+06;186,01;185,23;0,00;0;0;
"P1/PRAHA - MA/2013/397";2;2;743699,0;1,042921e+06;185,98;185,23;0,00;0;0;
"P1/PRAHA - MA/2013/397";2;3;743701,0;1,042923e+06;186,10;185,23;0,00;0;0;
"P1/PRAHA - MA/2013/397";2;4;743701,0;1,042922e+06;185,99;185,23;0,00;0;0;
"P1/PRAHA - MA/2013/397";3;1;743705,0;1,042924e+06;185,99;185,25;0,00;0;0;
"P1/PRAHA - MA/2013/397";3;2;743704,0;1,042925e+06;186,00;185,25;0,00;0;0;
"P1/PRAHA - MA/2013/397";3;3;743705,0;1,042926e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - MA/2013/397";3;4;743705,0;1,042925e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - MA/2013/397";4;1;743686,0;1,042933e+06;186,06;184,90;0,00;0;0;
"P1/PRAHA - MA/2013/397";4;2;743684,0;1,042935e+06;186,06;185,50;0,00;0;0;
"P1/PRAHA - MA/2013/397";4;3;743684,0;1,042935e+06;186,05;185,54;0,00;0;0;
"P1/PRAHA - MA/2013/397";4;4;743687,0;1,042933e+06;186,06;184,92;0,00;0;0;
"P1/PRAHA - MA/2013/397";5;1;743688,0;1,042935e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - MA/2013/397";5;2;743686,0;1,042937e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - MA/2013/397";5;3;743686,0;1,042937e+06;186,06;184,93;0,00;0;0;
"P1/PRAHA - MA/2013/397";5;4;743688,0;1,042936e+06;186,06;184,95;0,00;0;0;
"P1/PRAHA - MA/2013/525";1;1;744288,0;1,042694e+06;214,90;210,34;214,13;1;0;
