"KOD";"PORC_ADB";"PORC_SOUR";"X_JTSK";"Y_JTSK";"Z1";"Z2";"Z3";"SNIZ_POD";"OKRAJ";"V_SYST"
"P1/PRAHA - ST/2012/905";2;6;743184,0;1,043197e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2012/905";3;1;743179,0;1,043248e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2012/905";3;2;743151,0;1,043249e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2012/905";3;3;743144,0;1,043257e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2012/905";4;1;743087,0;1,043342e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2012/905";4;2;743111,0;1,043337e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2012/905";4;3;743144,0;1,043336e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2012/905";4;4;743189,0;1,043317e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2012/905";5;1;743101,0;1,043339e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2012/905";5;2;743099,0;1,043321e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2012/905";5;3;743101,0;1,043308e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2012/905";6;1;743244,0;1,043175e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2012/905";6;2;743287,0;1,043177e+06;188,96;187,94;0,00;0;0;
"P1/PRAHA - ST/2012/905";6;3;743318,0;1,04318e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2012/905";7;1;743292,0;1,043182e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2012/905";7;2;743298,0;1,04322e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2012/905";7;3;743318,0;1,043185e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2012/905";7;4;743321,0;1,043203e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2012/905";7;5;743305,0;1,043222e+06;118,72;187,56;0,00;0;0;
"P1/PRAHA - ST/2012/905";7;6;743297,0;1,043224e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2012/905";8;1;743293,0;1,043225e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2012/905";8;2;743263,0;1,043231e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2012/905";9;1;743376,0;1,043234e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2012/905";9;2;743366,0;1,043231e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2012/905";9;3;743365,0;1,04322e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2012/905";10;1;743365,0;1,04322e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2012/905";10;2;743359,0;1,043224e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2012/905";10;3;743350,0;1,043219e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2012/905";11;1;743355,0;1,043177e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2012/905";11;2;743364,0;1,043202e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2012/905";11;3;743365,0;1,04322e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2012/905";12;1;743314,0;1,043208e+06;188,62;187,10;0,00;0;0;
"P1/PRAHA - ST/2012/905";12;2;743312,0;1,043223e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2012/905";13;1;743246,0;1,043297e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2012/905";13;2;743235,0;1,0433e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2012/905";13;3;743231,0;1,043298e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2012/905";13;4;743201,0;1,043312e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2012/905";14;1;743197,0;1,04331e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2012/905";14;2;743194,0;1,043291e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2012/905";14;3;743191,0;1,043288e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2012/905";14;4;743187,0;1,043271e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2012/905";14;5;743186,0;1,043235e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2012/905";14;6;743192,0;1,043204e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2012/905";15;1;743192,0;1,043204e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2012/905";15;2;743200,0;1,0432e+06;189,30;188,70;0,00;0;0;
"P1/PRAHA - ST/2012/905";15;3;743194,0;1,043196e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2012/905";15;4;743235,0;1,04318e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2012/905";16;1;743377,0;1,043233e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2012/905";16;2;743400,0;1,043273e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2012/905";16;3;743404,0;1,043289e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2013/144";1;1;743289,5;1,043256e+06;189,50;189,00;0,00;0;0;
"P1/PRAHA - ST/2013/144";1;2;743292,8;1,043269e+06;189,50;189,00;0,00;0;0;
"P1/PRAHA - ST/2013/144";1;3;743293,3;1,043268e+06;189,50;189,00;0,00;0;0;
"P1/PRAHA - ST/2013/144";1;4;743290,0;1,043256e+06;189,50;189,00;0,00;0;0;
"P1/PRAHA - ST/2013/235";1;1;743699,0;1,043563e+06;188,59;187,10;0,00;0;1;
"P1/PRAHA - ST/2013/235";1;2;743693,4;1,043564e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - ST/2013/235";1;3;743693,9;1,043569e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - ST/2013/235";1;4;743699,4;1,043568e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - ST/2013/235";2;5;743703,8;1,043601e+06;188,62;187,62;0,00;0;0;
"P1/PRAHA - ST/2013/235";3;6;743702,3;1,04361e+06;188,42;186,72;0,00;0;0;
"P1/PRAHA - ST/2013/235";4;7;743695,3;1,043602e+06;188,79;186,69;0,00;0;0;
"P1/PRAHA - ST/2013/235";5;8;743695,7;1,043605e+06;188,79;186,69;0,00;0;0;
"P1/PRAHA - ST/2013/235";6;9;743704,1;1,043593e+06;188,62;187,52;0,00;0;0;
"P1/PRAHA - ST/2013/235";7;10;743707,9;1,043571e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2013/235";7;11;743705,4;1,043566e+06;188,68;187,40;0,00;0;0;
"P1/PRAHA - ST/2013/235";7;12;743702,1;1,043545e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2013/235";7;13;743701,5;1,043434e+06;188,42;187,10;0,00;0;0;
"P1/PRAHA - ST/2013/235";7;14;743700,6;1,043521e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2013/235";7;15;743699,4;1,043517e+06;188,59;187,10;0,00;0;0;
"P1/PRAHA - ST/2013/235";7;16;743696,0;1,043505e+06;188,39;187,50;0,00;0;0;
"P1/PRAHA - ST/2013/235";7;17;743695,2;1,043502e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2013/385";1;1;742889,1;1,043273e+06;189,98;189,65;189,65;1;0;
"P1/PRAHA - ST/2013/385";1;2;742887,3;1,043276e+06;189,95;189,58;0,00;0;0;
"P1/PRAHA - ST/2013/385";1;3;742885,6;1,043279e+06;190,07;189,61;0,00;0;0;
"P1/PRAHA - ST/2013/385";1;4;742884,7;1,043281e+06;190,56;190,15;0,00;0;0;
"P1/PRAHA - ST/2013/385";1;5;742882,8;1,043283e+06;190,56;190,20;0,00;0;0;
"P1/PRAHA - ST/2013/385";1;6;742881,4;1,043284e+06;190,75;190,36;0,00;0;0;
"P1/PRAHA - ST/2013/385";1;7;742879,7;1,043286e+06;190,68;190,27;0,00;0;0;
"P1/PRAHA - ST/2013/385";1;8;742877,2;1,043287e+06;190,74;190,29;0,00;0;0;
"P1/PRAHA - ST/2013/644";1;1;743220,0;1,043282e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2013/654";1;1;743041,0;1,043219e+06;191,32;190,38;0,00;0;0;
"P1/PRAHA - ST/2013/654";1;2;743035,0;1,043221e+06;191,32;190,38;0,00;0;0;
"P1/PRAHA - ST/2013/654";1;3;743036,0;1,043224e+06;0,00;190,35;0,00;0;0;
"P1/PRAHA - ST/2013/799";1;1;742967,3;1,042986e+06;190,45;188,80;0,00;0;0;
"P1/PRAHA - ST/2013/799";1;2;742965,3;1,042989e+06;190,45;188,80;0,00;0;0;
"P1/PRAHA - ST/2013/799";1;3;742967,6;1,042991e+06;190,45;188,80;0,00;0;0;
"P1/PRAHA - ST/2013/799";1;4;742969,3;1,042988e+06;190,45;188,80;0,00;0;0;
"P1/PRAHA - ST/2013/832";1;1;743326,0;1,043451e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2013/832";1;2;743326,0;1,043453e+06;189,50;188,67;0,00;0;0;
"P1/PRAHA - ST/2013/832";1;3;743328,0;1,043454e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2013/832";1;4;743325,0;1,043456e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2013/832";1;5;743325,0;1,043457e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2013/832";1;6;743324,0;1,043458e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2013/832";1;7;743321,0;1,043457e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2013/905";13;1;743246,0;1,043297e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2013/905";13;2;743235,0;1,0433e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2013/905";13;3;743231,0;1,043298e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2013/905";13;4;743201,0;1,043312e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2013/905";14;1;743197,0;1,04331e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2013/905";14;2;743194,0;1,043291e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2013/905";14;3;743191,0;1,043288e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2013/905";14;4;743187,0;1,043271e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2013/905";14;5;743186,0;1,043235e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2013/905";14;6;743192,0;1,043204e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2013/905";15;1;743192,0;1,043204e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2013/905";15;2;743200,0;1,0432e+06;189,30;188,70;0,00;0;0;
"P1/PRAHA - ST/2013/905";15;3;743194,0;1,043196e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2013/905";15;4;743235,0;1,04318e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2013/905";16;1;743377,0;1,043233e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2013/905";16;2;743400,0;1,043273e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2013/905";16;3;743404,0;1,043289e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2013/931";1;1;742344,6;1,042694e+06;184,49;182,40;0,00;1;0;
"P1/PRAHA - ST/2013/931";1;2;742344,2;1,042701e+06;184,49;182,40;0,00;1;0;
"P1/PRAHA - ST/2013/931";1;3;742362,1;1,042702e+06;184,49;182,40;0,00;1;0;
"P1/PRAHA - ST/2013/931";1;4;742362,5;1,042695e+06;184,49;182,40;0,00;1;0;
"P1/PRAHA - ST/2013/941";1;1;743293,0;1,043406e+06;190,34;188,89;0,00;0;0;
"P1/PRAHA - ST/2013/941";1;2;743291,0;1,043406e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2013/941";1;3;743290,0;1,043408e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2013/941";1;4;743292,0;1,043408e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/263";1;1;743228,0;1,0432e+06;190,30;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/263";1;2;743226,0;1,0432e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/263";1;3;743223,0;1,043202e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/263";1;4;743220,0;1,043203e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/263";1;5;743216,0;1,043205e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/263";1;6;743216,0;1,043207e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/263";1;7;743215,0;1,043208e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/263";1;8;743216,0;1,043208e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/263";1;9;743216,0;1,04321e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/263";1;10;743217,0;1,04321e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/263";1;11;743217,0;1,043208e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/263";1;12;743216,0;1,043206e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/263";1;13;743220,0;1,043204e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/263";1;14;743220,0;1,043205e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/263";1;15;743220,0;1,043205e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/263";1;16;743220,0;1,043206e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/263";1;17;743219,0;1,043206e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/263";1;18;743219,0;1,043206e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/263";1;19;743220,0;1,043206e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/263";1;20;743220,0;1,043207e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/263";1;21;743221,0;1,043207e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/263";1;22;743221,0;1,043207e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/263";1;23;743222,0;1,043207e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/263";1;24;743222,0;1,043206e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/263";1;25;743221,0;1,043206e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/263";1;26;743220,0;1,043204e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/263";1;27;743223,0;1,043202e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/263";1;28;743224,0;1,043205e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/263";1;29;743224,0;1,043205e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/263";1;30;743224,0;1,043204e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/263";1;31;743225,0;1,043204e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/263";1;32;743225,0;1,043203e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/263";1;33;743224,0;1,043203e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/263";1;34;743223,0;1,043202e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/263";1;35;743228,0;1,0432e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/263";2;1;743214,0;1,043205e+06;190,10;189,90;0,00;0;0;
"P1/PRAHA - ST/2014/263";2;2;743211,0;1,043207e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/263";2;3;743212,0;1,043208e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/263";2;4;743215,0;1,043207e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/263";3;1;743215,0;1,043208e+06;190,10;189,90;0,00;0;0;
"P1/PRAHA - ST/2014/263";3;2;743212,0;1,043209e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/263";3;3;743213,0;1,043212e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/263";3;4;743214,0;1,043212e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/263";3;5;743214,0;1,043212e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/263";3;6;743217,0;1,043211e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/263";3;7;743217,0;1,04321e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/263";3;8;743216,0;1,04321e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/263";4;1;743225,0;1,043203e+06;190,10;189,90;0,00;0;0;
"P1/PRAHA - ST/2014/263";4;2;743221,0;1,043205e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/263";4;3;743222,0;1,043208e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/263";4;4;743227,0;1,043206e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/422";1;1;743211,0;1,043345e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/422";1;2;743226,0;1,043345e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/422";1;3;743227,0;1,043344e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/422";1;4;743223,0;1,043325e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/422";1;5;743216,0;1,043327e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/422";1;6;743207,0;1,043322e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/422";1;7;743201,0;1,043325e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - ST/2014/422";1;8;743211,0;1,043334e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2008/317";1;1;742540,4;1,044282e+06;216,45;215,50;215,60;0;0;
"P2/PRAHA - NO/2009/647";1;1;742723,3;1,044373e+06;218,24;217,60;218,00;0;1;
"P2/PRAHA - NO/2009/647";1;2;742703,6;1,044377e+06;218,24;217,60;218,00;0;1;
"P2/PRAHA - NO/2009/647";1;3;742705,1;1,044387e+06;218,24;217,60;218,00;0;1;
"P2/PRAHA - NO/2009/647";1;4;742726,3;1,044383e+06;218,24;217,60;218,00;0;1;
"P2/PRAHA - NO/2010/357";1;1;743399,0;1,044074e+06;194,45;192,00;193,40;0;0;
"P2/PRAHA - NO/2010/357";1;2;743401,0;1,044086e+06;194,30;192,90;193,20;0;0;
"P2/PRAHA - NO/2010/357";2;1;743388,0;1,044061e+06;195,30;192,70;193,40;1;0;
"P2/PRAHA - NO/2010/357";2;2;743307,0;1,044062e+06;196,10;194,50;195,10;0;0;
"P2/PRAHA - NO/2010/357";2;3;743293,0;1,044061e+06;196,10;194,50;195,10;0;0;
"P2/PRAHA - NO/2010/357";2;4;743220,0;1,044045e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2010/357";3;1;743181,0;1,044047e+06;198,60;197,15;197,60;0;1;
"P2/PRAHA - NO/2010/357";3;2;743179,0;1,044046e+06;0,00;0,00;0,00;0;1;
"P2/PRAHA - NO/2010/357";3;3;743176,0;1,044051e+06;0,00;0,00;0,00;0;1;
"P2/PRAHA - NO/2010/357";3;4;743178,0;1,044052e+06;0,00;0,00;0,00;0;1;
"P2/PRAHA - NO/2010/488";0;1;743071,0;1,044569e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2011/492";1;1;742590,9;1,044704e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2011/492";2;1;742588,6;1,044717e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2011/492";3;1;742586,5;1,044728e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2011/492";4;1;742582,8;1,044745e+06;233,50;231,40;0,00;0;0;
"P2/PRAHA - NO/2011/492";5;1;742577,7;1,044764e+06;233,70;231,80;232,10;0;0;
"P2/PRAHA - NO/2011/492";6;1;742604,8;1,044689e+06;233,90;231,30;233,05;0;0;
"P2/PRAHA - NO/2011/492";6;2;742566,0;1,045092e+06;235,25;233,00;233,55;0;0;
"P2/PRAHA - NO/2011/492";8;1;742562,8;1,044878e+06;234,85;233,00;233,20;0;0;
"P2/PRAHA - NO/2011/492";9;1;742522,9;1,045096e+06;236,00;234,75;235,30;0;0;
"P2/PRAHA - NO/2011/524";1;1;742705,0;1,045235e+06;;;;0;0;
"P2/PRAHA - NO/2011/869";1;1;743034,5;1,043939e+06;197,35;195,00;0,00;0;0;
"P2/PRAHA - NO/2011/869";1;2;743032,1;1,04394e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2011/869";1;3;743032,7;1,043942e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2011/869";1;4;743035,1;1,043941e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2011/958";1;1;743076,0;1,044272e+06;208,44;205,16;206,18;1;0;
"P2/PRAHA - NO/2011/958";2;1;743064,0;1,044272e+06;208,70;204,60;205,60;1;0;
"P2/PRAHA - NO/2011/958";3;1;743087,0;1,044302e+06;208,50;205,16;206,20;0;0;
"P2/PRAHA - NO/2012/153";1;1;743356,0;1,045069e+06;192,43;191,04;0,00;0;0;
"P2/PRAHA - NO/2012/153";1;2;743354,0;1,04507e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2012/153";1;3;743355,0;1,045072e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2012/153";1;4;743357,0;1,045071e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2012/994";1;1;743040,1;1,043949e+06;196,63;0,00;195,73;1;0;
"P2/PRAHA - NO/2013/130";1;1;743215,4;1,044541e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/130";1;2;743225,6;1,04457e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/130";1;3;743235,2;1,044567e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/130";1;4;743247,3;1,044599e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/130";1;5;743238,3;1,044603e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/130";1;6;743253,5;1,044651e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/130";1;7;743255,4;1,044664e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/130";2;1;743266,4;1,044665e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/130";2;2;743251,7;1,044714e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/130";2;3;743249,7;1,044716e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/130";2;4;743229,6;1,044814e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/130";2;5;743231,9;1,044822e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/130";3;1;743229,3;1,044746e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/130";3;2;743151,0;1,044717e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/130";3;3;743127,6;1,044769e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/130";4;1;743203,8;1,044811e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/130";4;2;743200,8;1,044821e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/130";4;3;743195,4;1,044832e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/130";4;4;743184,1;1,044873e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/130";4;5;743166,0;1,044966e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/130";5;1;743175,2;1,044966e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/130";5;2;743165,4;1,045009e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/130";6;1;743163,9;1,04497e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/130";6;2;743162,8;1,04498e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/130";6;3;743150,4;1,045033e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/130";7;1;743146,2;1,045053e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/130";7;2;743141,9;1,045071e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/130";7;3;743150,4;1,045073e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/130";7;4;743145,4;1,045094e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/130";7;5;743151,7;1,045096e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/457";1;1;743109,7;1,043859e+06;196,35;193,26;194,60;1;0;
"P2/PRAHA - NO/2013/457";2;2;743103,7;1,043864e+06;196,20;191,78;0,00;0;0;
"P2/PRAHA - NO/2013/788";1;1;742897,0;1,044879e+06;230,91;229,40;0,00;0;0;
"P2/PRAHA - NO/2013/788";1;2;742890,0;1,044879e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/788";1;3;742890,0;1,044873e+06;231,15;229,85;0,00;0;0;
"P2/PRAHA - NO/2013/788";1;4;742888,0;1,044873e+06;231,15;229,85;0,00;0;0;
"P2/PRAHA - NO/2013/788";2;1;742888,0;1,044874e+06;231,15;229,85;0,00;0;0;
"P2/PRAHA - NO/2013/788";2;2;742886,0;1,044874e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/788";2;3;742886,0;1,044873e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/788";2;4;742883,0;1,044873e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/788";3;1;742883,0;1,044874e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/788";3;2;742881,0;1,044874e+06;231,15;229,92;0,00;0;0;
"P2/PRAHA - NO/2013/788";3;3;742881,0;1,044873e+06;231,36;229,90;0,00;0;0;
"P2/PRAHA - NO/2013/788";3;4;742878,0;1,044873e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/788";4;1;742878,0;1,044874e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/788";4;2;742876,0;1,044874e+06;231,24;230,08;0,00;0;0;
"P2/PRAHA - NO/2013/788";4;3;742876,0;1,044872e+06;231,26;230,10;0,00;0;0;
"P2/PRAHA - NO/2013/788";4;4;742872,0;1,044872e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/788";4;5;742870,0;1,044874e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/788";5;1;742870,0;1,044874e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/788";5;2;742870,0;1,044871e+06;0,00;0,00;0,00;0;0;
