"Z_MAPA10";"ROHY";"X_JTSK";"Y_JTSK"
"02-34-05";"1_LH";986260,01;771085,43
"02-34-05";"2_PH";986910,43;766385,22
"02-34-05";"3_PD";990674,56;766906,10
"02-34-05";"4_LD";990023,73;771609,29
"02-34-06";"1_LH";987420,41;790422,02
"02-34-06";"2_PH";988071,24;785718,83
"02-34-06";"3_PD";991833,72;786251,60
"02-34-06";"4_LD";991182,48;790957,76
"02-34-07";"1_LH";988071,24;785718,83
"02-34-07";"2_PH";988722,07;781015,65
"02-34-07";"3_PD";992484,96;781545,45
"02-34-07";"4_LD";991833,72;786251,60
"02-34-08";"1_LH";988722,07;781015,65
"02-34-08";"2_PH";989372,90;776312,47
"02-34-08";"3_PD";993136,21;776839,30
"02-34-08";"4_LD";992484,96;781545,45
"02-34-09";"1_LH";989372,90;776312,47
"02-34-09";"2_PH";990023,73;771609,29
"02-34-09";"3_PD";993787,45;772133,14
"02-34-09";"4_LD";993136,21;776839,30
"02-34-10";"1_LH";990023,73;771609,29
"02-34-10";"2_PH";990674,56;766906,10
"02-34-10";"3_PD";994438,69;767426,99
"02-34-10";"4_LD";993787,45;772133,14
"02-34-11";"1_LH";991182,48;790957,76
"02-34-11";"2_PH";991833,72;786251,60
"02-34-11";"3_PD";995596,21;786784,37
"02-34-11";"4_LD";994944,55;791493,50
"02-34-12";"1_LH";991833,72;786251,60
"02-34-12";"2_PH";992484,96;781545,45
"02-34-12";"3_PD";996247,86;782075,25
"02-34-12";"4_LD";995596,21;786784,37
"02-34-13";"1_LH";992484,96;781545,45
"02-34-13";"2_PH";993136,21;776839,30
"02-34-13";"3_PD";996899,51;777366,12
"02-34-13";"4_LD";996247,86;782075,25
"02-34-14";"1_LH";993136,21;776839,30
"02-34-14";"2_PH";993787,45;772133,14
"02-34-14";"3_PD";997551,17;772657,00
"02-34-14";"4_LD";996899,51;777366,12
"02-34-15";"1_LH";993787,45;772133,14
"02-34-15";"2_PH";994438,69;767426,99
"02-34-15";"3_PD";998202,82;767947,87
"02-34-15";"4_LD";997551,17;772657,00
"02-34-16";"1_LH";994944,55;791493,50
"02-34-16";"2_PH";995596,21;786784,37
"02-34-16";"3_PD";999358,69;787317,15
"02-34-16";"4_LD";998706,63;792029,24
"02-34-17";"1_LH";995596,21;786784,37
"02-34-17";"2_PH";996247,86;782075,25
"02-34-17";"3_PD";1000010,76;782605,05
"02-34-17";"4_LD";999358,69;787317,15
"02-34-18";"1_LH";996247,86;782075,25
"02-34-18";"2_PH";996899,51;777366,12
"02-34-18";"3_PD";1000662,82;777892,95
"02-34-18";"4_LD";1000010,76;782605,05
"02-34-19";"1_LH";996899,51;777366,12
"02-34-19";"2_PH";997551,17;772657,00
"02-34-19";"3_PD";1001314,89;773180,85
"02-34-19";"4_LD";1000662,82;777892,95
"02-34-20";"1_LH";997551,17;772657,00
"02-34-20";"2_PH";998202,82;767947,87
"02-34-20";"3_PD";1001966,95;768468,76
"02-34-20";"4_LD";1001314,89;773180,85
"02-34-21";"1_LH";998706,63;792029,24
"02-34-21";"2_PH";999358,69;787317,15
"02-34-21";"3_PD";1003121,18;787849,92
"02-34-21";"4_LD";1002468,70;792564,99
"02-34-22";"1_LH";999358,69;787317,15
"02-34-22";"2_PH";1000010,76;782605,05
"02-34-22";"3_PD";1003773,66;783134,85
"02-34-22";"4_LD";1003121,18;787849,92
"02-34-23";"1_LH";1000010,76;782605,05
"02-34-23";"2_PH";1000662,82;777892,95
"02-34-23";"3_PD";1004426,13;778419,78
"02-34-23";"4_LD";1003773,66;783134,85
"02-34-24";"1_LH";1000662,82;777892,95
"02-34-24";"2_PH";1001314,89;773180,85
"02-34-24";"3_PD";1005078,61;773704,71
"02-34-24";"4_LD";1004426,13;778419,78
"02-34-25";"1_LH";1001314,89;773180,85
"02-34-25";"2_PH";1001966,95;768468,76
"02-34-25";"3_PD";1005731,08;768989,64
"02-34-25";"4_LD";1005078,61;773704,71
"02-41-01";"1_LH";968089,78;763780,80
"02-41-01";"2_PH";968738,14;759095,45
"02-41-01";"3_PD";972502,68;759613,36
"02-41-01";"4_LD";971853,91;764301,68
"02-41-02";"1_LH";968738,14;759095,45
"02-41-02";"2_PH";969386,50;754410,10
"02-41-02";"3_PD";973151,46;754925,04
"02-41-02";"4_LD";972502,68;759613,36
"02-41-03";"1_LH";969386,50;754410,10
"02-41-03";"2_PH";970034,87;749724,74
"02-41-03";"3_PD";973800,23;750236,71
"02-41-03";"4_LD";973151,46;754925,04
"02-41-04";"1_LH";970034,87;749724,74
"02-41-04";"2_PH";970683,23;745039,39
"02-41-04";"3_PD";974449,01;745548,39
"02-41-04";"4_LD";973800,23;750236,71
"02-41-05";"1_LH";970683,23;745039,39
"02-41-05";"2_PH";971331,59;740354,04
"02-41-05";"3_PD";975097,78;740860,06
"02-41-05";"4_LD";974449,01;745548,39
"02-41-06";"1_LH";971853,91;764301,68
"02-41-06";"2_PH";972502,68;759613,36
"02-41-06";"3_PD";976267,22;760131,27
"02-41-06";"4_LD";975618,04;764822,57
"02-41-07";"1_LH";972502,68;759613,36
"02-41-07";"2_PH";973151,46;754925,04
"02-41-07";"3_PD";976916,41;755439,98
"02-41-07";"4_LD";976267,22;760131,27
"02-41-08";"1_LH";973151,46;754925,04
"02-41-08";"2_PH";973800,23;750236,71
"02-41-08";"3_PD";977565,60;750748,68
"02-41-08";"4_LD";976916,41;755439,98
"02-41-09";"1_LH";973800,23;750236,71
"02-41-09";"2_PH";974449,01;745548,39
"02-41-09";"3_PD";978214,78;746057,39
"02-41-09";"4_LD";977565,60;750748,68
"02-41-10";"1_LH";974449,01;745548,39
"02-41-10";"2_PH";975097,78;740860,06
"02-41-10";"3_PD";978863,97;741366,09
"02-41-10";"4_LD";978214,78;746057,39
"02-41-11";"1_LH";975618,04;764822,57
"02-41-11";"2_PH";976267,22;760131,27
"02-41-11";"3_PD";980031,77;760649,18
"02-41-11";"4_LD";979382,17;765343,45
"02-41-12";"1_LH";976267,22;760131,27
"02-41-12";"2_PH";976916,41;755439,98
"02-41-12";"3_PD";980681,36;755954,92
"02-41-12";"4_LD";980031,77;760649,18
"02-41-13";"1_LH";976916,41;755439,98
"02-41-13";"2_PH";977565,60;750748,68
"02-41-13";"3_PD";981330,96;751260,65
"02-41-13";"4_LD";980681,36;755954,92
"02-41-14";"1_LH";977565,60;750748,68
"02-41-14";"2_PH";978214,78;746057,39
"02-41-14";"3_PD";981980,56;746566,38
"02-41-14";"4_LD";981330,96;751260,65
"02-41-15";"1_LH";978214,78;746057,39
"02-41-15";"2_PH";978863,97;741366,09
"02-41-15";"3_PD";982630,15;741872,12
"02-41-15";"4_LD";981980,56;746566,38
"02-41-16";"1_LH";979382,17;765343,45
"02-41-16";"2_PH";980031,77;760649,18
"02-41-16";"3_PD";983796,31;761167,10
"02-41-16";"4_LD";983146,30;765864,34
"02-41-17";"1_LH";980031,77;760649,18
"02-41-17";"2_PH";980681,36;755954,92
"02-41-17";"3_PD";984446,32;756469,86
"02-41-17";"4_LD";983796,31;761167,10
"02-41-18";"1_LH";980681,36;755954,92
"02-41-18";"2_PH";981330,96;751260,65
"02-41-18";"3_PD";985096,32;751772,62
"02-41-18";"4_LD";984446,32;756469,86
"02-41-19";"1_LH";981330,96;751260,65
"02-41-19";"2_PH";981980,56;746566,38
"02-41-19";"3_PD";985746,33;747075,38
"02-41-19";"4_LD";985096,32;751772,62
"02-41-20";"1_LH";981980,56;746566,38
"02-41-20";"2_PH";982630,15;741872,12
"02-41-20";"3_PD";986396,34;742378,14
"02-41-20";"4_LD";985746,33;747075,38
"02-41-21";"1_LH";983146,30;765864,34
"02-41-21";"2_PH";983796,31;761167,10
"02-41-21";"3_PD";987560,85;761685,01
"02-41-21";"4_LD";986910,43;766385,22
"02-41-22";"1_LH";983796,31;761167,10
"02-41-22";"2_PH";984446,32;756469,86
"02-41-22";"3_PD";988211,27;756984,80
"02-41-22";"4_LD";987560,85;761685,01
"02-41-23";"1_LH";984446,32;756469,86
"02-41-23";"2_PH";985096,32;751772,62
"02-41-23";"3_PD";988861,69;752284,59
"02-41-23";"4_LD";988211,27;756984,80
"02-41-24";"1_LH";985096,32;751772,62
"02-41-24";"2_PH";985746,33;747075,38
"02-41-24";"3_PD";989512,11;747584,38
"02-41-24";"4_LD";988861,69;752284,59
"02-41-25";"1_LH";985746,33;747075,38
"02-41-25";"2_PH";986396,34;742378,14
"02-41-25";"3_PD";990162,53;742884,17
"02-41-25";"4_LD";989512,11;747584,38
"02-42-01";"1_LH";971331,59;740354,04
"02-42-01";"2_PH";971979,96;735668,69
"02-42-01";"3_PD";975746,56;736171,74
"02-42-01";"4_LD";975097,78;740860,06
"02-42-02";"1_LH";971979,96;735668,69
"02-42-02";"2_PH";972628,32;730983,33
"02-42-02";"3_PD";976395,33;731483,42
"02-42-02";"4_LD";975746,56;736171,74
"02-42-03";"1_LH";972628,32;730983,33
"02-42-03";"2_PH";973276,68;726297,98
"02-42-03";"3_PD";977044,11;726795,09
"02-42-03";"4_LD";976395,33;731483,42
"02-42-04";"1_LH";973276,68;726297,98
"02-42-04";"2_PH";973925,05;721612,63
"02-42-04";"3_PD";977692,88;722106,77
"02-42-04";"4_LD";977044,11;726795,09
"02-42-05";"1_LH";973925,05;721612,63
"02-42-05";"2_PH";974573,41;716927,28
"02-42-05";"3_PD";978341,65;717418,45
"02-42-05";"4_LD";977692,88;722106,77
"02-42-06";"1_LH";975097,78;740860,06
"02-42-06";"2_PH";975746,56;736171,74
"02-42-06";"3_PD";979513,15;736674,79
"02-42-06";"4_LD";978863,97;741366,09
"02-42-07";"1_LH";975746,56;736171,74
"02-42-07";"2_PH";976395,33;731483,42
"02-42-07";"3_PD";980162,34;731983,50
"02-42-07";"4_LD";979513,15;736674,79
"02-42-08";"1_LH";976395,33;731483,42
"02-42-08";"2_PH";977044,11;726795,09
"02-42-08";"3_PD";980811,53;727292,20
"02-42-08";"4_LD";980162,34;731983,50
"02-42-09";"1_LH";977044,11;726795,09
"02-42-09";"2_PH";977692,88;722106,77
"02-42-09";"3_PD";981460,71;722600,91
"02-42-09";"4_LD";980811,53;727292,20
"02-42-10";"1_LH";977692,88;722106,77
"02-42-10";"2_PH";978341,65;717418,45
"02-42-10";"3_PD";982109,90;717909,61
"02-42-10";"4_LD";981460,71;722600,91
"02-42-11";"1_LH";978863,97;741366,09
"02-42-11";"2_PH";979513,15;736674,79
"02-42-11";"3_PD";983279,75;737177,85
"02-42-11";"4_LD";982630,15;741872,12
"02-42-12";"1_LH";979513,15;736674,79
"02-42-12";"2_PH";980162,34;731983,50
"02-42-12";"3_PD";983929,35;732483,58
"02-42-12";"4_LD";983279,75;737177,85
"02-42-13";"1_LH";980162,34;731983,50
"02-42-13";"2_PH";980811,53;727292,20
"02-42-13";"3_PD";984578,95;727789,31
"02-42-13";"4_LD";983929,35;732483,58
"02-42-14";"1_LH";980811,53;727292,20
"02-42-14";"2_PH";981460,71;722600,91
"02-42-14";"3_PD";985228,54;723095,05
"02-42-14";"4_LD";984578,95;727789,31
"02-42-15";"1_LH";981460,71;722600,91
"02-42-15";"2_PH";982109,90;717909,61
"02-42-15";"3_PD";985878,14;718400,78
"02-42-15";"4_LD";985228,54;723095,05
"02-42-16";"1_LH";982630,15;741872,12
"02-42-16";"2_PH";983279,75;737177,85
"02-42-16";"3_PD";987046,35;737680,90
"02-42-16";"4_LD";986396,34;742378,14
"02-42-17";"1_LH";983279,75;737177,85
"02-42-17";"2_PH";983929,35;732483,58
"02-42-17";"3_PD";987696,36;732983,66
"02-42-17";"4_LD";987046,35;737680,90
"02-42-18";"1_LH";983929,35;732483,58
"02-42-18";"2_PH";984578,95;727789,31
"02-42-18";"3_PD";988346,37;728286,42
"02-42-18";"4_LD";987696,36;732983,66
"02-42-19";"1_LH";984578,95;727789,31
"02-42-19";"2_PH";985228,54;723095,05
"02-42-19";"3_PD";988996,38;723589,19
"02-42-19";"4_LD";988346,37;728286,42
"02-42-20";"1_LH";985228,54;723095,05
"02-42-20";"2_PH";985878,14;718400,78
"02-42-20";"3_PD";989646,38;718891,95
"02-42-20";"4_LD";988996,38;723589,19
"02-42-21";"1_LH";986396,34;742378,14
"02-42-21";"2_PH";987046,35;737680,90
"02-42-21";"3_PD";990812,95;738183,96
"02-42-21";"4_LD";990162,53;742884,17
"02-42-22";"1_LH";987046,35;737680,90
"02-42-22";"2_PH";987696,36;732983,66
"02-42-22";"3_PD";991463,37;733483,75
"02-42-22";"4_LD";990812,95;738183,96
"02-42-23";"1_LH";987696,36;732983,66
"02-42-23";"2_PH";988346,37;728286,42
"02-42-23";"3_PD";992113,79;728783,54
"02-42-23";"4_LD";991463,37;733483,75
"02-42-24";"1_LH";988346,37;728286,42
"02-42-24";"2_PH";988996,38;723589,19
"02-42-24";"3_PD";992764,21;724083,33
"02-42-24";"4_LD";992113,79;728783,54
"02-42-25";"1_LH";988996,38;723589,19
"02-42-25";"2_PH";989646,38;718891,95
"02-42-25";"3_PD";993414,63;719383,11
"02-42-25";"4_LD";992764,21;724083,33
"02-43-01";"1_LH";986910,43;766385,22
"02-43-01";"2_PH";987560,85;761685,01
"02-43-01";"3_PD";991325,39;762202,92
"02-43-01";"4_LD";990674,56;766906,10
"02-43-02";"1_LH";987560,85;761685,01
"02-43-02";"2_PH";988211,27;756984,80
"02-43-02";"3_PD";991976,22;757499,74
"02-43-02";"4_LD";991325,39;762202,92
"02-43-03";"1_LH";988211,27;756984,80
"02-43-03";"2_PH";988861,69;752284,59
"02-43-03";"3_PD";992627,05;752796,56
"02-43-03";"4_LD";991976,22;757499,74
"02-43-04";"1_LH";988861,69;752284,59
"02-43-04";"2_PH";989512,11;747584,38
"02-43-04";"3_PD";993277,88;748093,38
"02-43-04";"4_LD";992627,05;752796,56
"02-43-05";"1_LH";989512,11;747584,38
"02-43-05";"2_PH";990162,53;742884,17
"02-43-05";"3_PD";993928,71;743390,19
"02-43-05";"4_LD";993277,88;748093,38
"02-43-06";"1_LH";990674,56;766906,10
"02-43-06";"2_PH";991325,39;762202,92
"02-43-06";"3_PD";995089,93;762720,83
"02-43-06";"4_LD";994438,69;767426,99
"02-43-07";"1_LH";991325,39;762202,92
"02-43-07";"2_PH";991976,22;757499,74
"02-43-07";"3_PD";995741,18;758014,68
"02-43-07";"4_LD";995089,93;762720,83
"02-43-08";"1_LH";991976,22;757499,74
"02-43-08";"2_PH";992627,05;752796,56
"02-43-08";"3_PD";996392,42;753308,53
"02-43-08";"4_LD";995741,18;758014,68
"02-43-09";"1_LH";992627,05;752796,56
"02-43-09";"2_PH";993277,88;748093,38
"02-43-09";"3_PD";997043,66;748602,37
"02-43-09";"4_LD";996392,42;753308,53
"02-43-10";"1_LH";993277,88;748093,38
"02-43-10";"2_PH";993928,71;743390,19
"02-43-10";"3_PD";997694,90;743896,22
"02-43-10";"4_LD";997043,66;748602,37
"02-43-11";"1_LH";994438,69;767426,99
"02-43-11";"2_PH";995089,93;762720,83
"02-43-11";"3_PD";998854,48;763238,75
"02-43-11";"4_LD";998202,82;767947,87
"02-43-12";"1_LH";995089,93;762720,83
"02-43-12";"2_PH";995741,18;758014,68
"02-43-12";"3_PD";999506,13;758529,62
"02-43-12";"4_LD";998854,48;763238,75
"02-43-13";"1_LH";995741,18;758014,68
"02-43-13";"2_PH";996392,42;753308,53
"02-43-13";"3_PD";1000157,78;753820,50
"02-43-13";"4_LD";999506,13;758529,62
"02-43-14";"1_LH";996392,42;753308,53
"02-43-14";"2_PH";997043,66;748602,37
"02-43-14";"3_PD";1000809,44;749111,37
"02-43-14";"4_LD";1000157,78;753820,50
"02-43-15";"1_LH";997043,66;748602,37
"02-43-15";"2_PH";997694,90;743896,22
"02-43-15";"3_PD";1001461,09;744402,24
"02-43-15";"4_LD";1000809,44;749111,37
"02-43-16";"1_LH";998202,82;767947,87
"02-43-16";"2_PH";998854,48;763238,75
"02-43-16";"3_PD";1002619,02;763756,66
"02-43-16";"4_LD";1001966,95;768468,76
"02-43-17";"1_LH";998854,48;763238,75
"02-43-17";"2_PH";999506,13;758529,62
"02-43-17";"3_PD";1003271,08;759044,56
"02-43-17";"4_LD";1002619,02;763756,66
"02-43-18";"1_LH";999506,13;758529,62
"02-43-18";"2_PH";1000157,78;753820,50
"02-43-18";"3_PD";1003923,15;754332,46
"02-43-18";"4_LD";1003271,08;759044,56
"02-43-19";"1_LH";1000157,78;753820,50
"02-43-19";"2_PH";1000809,44;749111,37
"02-43-19";"3_PD";1004575,21;749620,37
"02-43-19";"4_LD";1003923,15;754332,46
"02-43-20";"1_LH";1000809,44;749111,37
"02-43-20";"2_PH";1001461,09;744402,24
"02-43-20";"3_PD";1005227,28;744908,27
"02-43-20";"4_LD";1004575,21;749620,37
"02-43-21";"1_LH";1001966,95;768468,76
"02-43-21";"2_PH";1002619,02;763756,66
"02-43-21";"3_PD";1006383,56;764274,57
"02-43-21";"4_LD";1005731,08;768989,64
"02-43-22";"1_LH";1002619,02;763756,66
"02-43-22";"2_PH";1003271,08;759044,56
"02-43-22";"3_PD";1007036,03;759559,50
"02-43-22";"4_LD";1006383,56;764274,57
"02-43-23";"1_LH";1003271,08;759044,56
"02-43-23";"2_PH";1003923,15;754332,46
"02-43-23";"3_PD";1007688,51;754844,43
"02-43-23";"4_LD";1007036,03;759559,50
"02-43-24";"1_LH";1003923,15;754332,46
"02-43-24";"2_PH";1004575,21;749620,37
"02-43-24";"3_PD";1008340,99;750129,36
"02-43-24";"4_LD";1007688,51;754844,43
"02-43-25";"1_LH";1004575,21;749620,37
"02-43-25";"2_PH";1005227,28;744908,27
"02-43-25";"3_PD";1008993,46;745414,30
"02-43-25";"4_LD";1008340,99;750129,36
"02-44-01";"1_LH";990162,53;742884,17
"02-44-01";"2_PH";990812,95;738183,96
"02-44-01";"3_PD";994579,55;738687,01
"02-44-01";"4_LD";993928,71;743390,19
"02-44-02";"1_LH";990812,95;738183,96
"02-44-02";"2_PH";991463,37;733483,75
"02-44-02";"3_PD";995230,38;733983,83
"02-44-02";"4_LD";994579,55;738687,01
"02-44-03";"1_LH";991463,37;733483,75
"02-44-03";"2_PH";992113,79;728783,54
"02-44-03";"3_PD";995881,21;729280,65
"02-44-03";"4_LD";995230,38;733983,83
"02-44-04";"1_LH";992113,79;728783,54
"02-44-04";"2_PH";992764,21;724083,33
"02-44-04";"3_PD";996532,04;724577,46
"02-44-04";"4_LD";995881,21;729280,65
"02-44-05";"1_LH";992764,21;724083,33
"02-44-05";"2_PH";993414,63;719383,11
"02-44-05";"3_PD";997182,87;719874,28
"02-44-05";"4_LD";996532,04;724577,46
"02-44-06";"1_LH";993928,71;743390,19
"02-44-06";"2_PH";994579,55;738687,01
"02-44-06";"3_PD";998346,14;739190,06
"02-44-06";"4_LD";997694,90;743896,22
"02-44-07";"1_LH";994579,55;738687,01
"02-44-07";"2_PH";995230,38;733983,83
"02-44-07";"3_PD";998997,39;734483,91
"02-44-07";"4_LD";998346,14;739190,06
"02-44-08";"1_LH";995230,38;733983,83
"02-44-08";"2_PH";995881,21;729280,65
"02-44-08";"3_PD";999648,63;729777,76
"02-44-08";"4_LD";998997,39;734483,91
"02-44-09";"1_LH";995881,21;729280,65
"02-44-09";"2_PH";996532,04;724577,46
"02-44-09";"3_PD";1000299,87;725071,60
"02-44-09";"4_LD";999648,63;729777,76
"02-44-10";"1_LH";996532,04;724577,46
"02-44-10";"2_PH";997182,87;719874,28
"02-44-10";"3_PD";1000951,11;720365,45
"02-44-10";"4_LD";1000299,87;725071,60
"02-44-11";"1_LH";997694,90;743896,22
"02-44-11";"2_PH";998346,14;739190,06
"02-44-11";"3_PD";1002112,74;739693,12
"02-44-11";"4_LD";1001461,09;744402,24
"02-44-12";"1_LH";998346,14;739190,06
"02-44-12";"2_PH";998997,39;734483,91
"02-44-12";"3_PD";1002764,40;734983,99
"02-44-12";"4_LD";1002112,74;739693,12
"02-44-13";"1_LH";998997,39;734483,91
"02-44-13";"2_PH";999648,63;729777,76
"02-44-13";"3_PD";1003416,05;730274,87
"02-44-13";"4_LD";1002764,40;734983,99
"02-44-14";"1_LH";999648,63;729777,76
"02-44-14";"2_PH";1000299,87;725071,60
"02-44-14";"3_PD";1004067,70;725565,74
"02-44-14";"4_LD";1003416,05;730274,87
"02-44-15";"1_LH";1000299,87;725071,60
"02-44-15";"2_PH";1000951,11;720365,45
"02-44-15";"3_PD";1004719,36;720856,62
"02-44-15";"4_LD";1004067,70;725565,74
"02-44-16";"1_LH";1001461,09;744402,24
"02-44-16";"2_PH";1002112,74;739693,12
"02-44-16";"3_PD";1005879,34;740196,17
"02-44-16";"4_LD";1005227,28;744908,27
"02-44-17";"1_LH";1002112,74;739693,12
"02-44-17";"2_PH";1002764,40;734983,99
"02-44-17";"3_PD";1006531,40;735484,08
"02-44-17";"4_LD";1005879,34;740196,17
"02-44-18";"1_LH";1002764,40;734983,99
"02-44-18";"2_PH";1003416,05;730274,87
"02-44-18";"3_PD";1007183,47;730771,98
"02-44-18";"4_LD";1006531,40;735484,08
"02-44-19";"1_LH";1003416,05;730274,87
"02-44-19";"2_PH";1004067,70;725565,74
"02-44-19";"3_PD";1007835,53;726059,88
"02-44-19";"4_LD";1007183,47;730771,98
"02-44-20";"1_LH";1004067,70;725565,74
"02-44-20";"2_PH";1004719,36;720856,62
"02-44-20";"3_PD";1008487,60;721347,78
"02-44-20";"4_LD";1007835,53;726059,88
"02-44-21";"1_LH";1005227,28;744908,27
"02-44-21";"2_PH";1005879,34;740196,17
"02-44-21";"3_PD";1009645,94;740699,23
"02-44-21";"4_LD";1008993,46;745414,30
"02-44-22";"1_LH";1005879,34;740196,17
"02-44-22";"2_PH";1006531,40;735484,08
"02-44-22";"3_PD";1010298,41;735984,16
"02-44-22";"4_LD";1009645,94;740699,23
"02-44-23";"1_LH";1006531,40;735484,08
"02-44-23";"2_PH";1007183,47;730771,98
"02-44-23";"3_PD";1010950,89;731269,09
"02-44-23";"4_LD";1010298,41;735984,16
"02-44-24";"1_LH";1007183,47;730771,98
"02-44-24";"2_PH";1007835,53;726059,88
"02-44-24";"3_PD";1011603,37;726554,02
"02-44-24";"4_LD";1010950,89;731269,09
"02-44-25";"1_LH";1007835,53;726059,88
"02-44-25";"2_PH";1008487,60;721347,78
"02-44-25";"3_PD";1012255,84;721838,95
"02-44-25";"4_LD";1011603,37;726554,02
"03-11-01";"1_LH";936890,98;712015,61
"03-11-01";"2_PH";937461,65;707350,38
"03-11-01";"3_PD";941230,26;707838,57
"03-11-01";"4_LD";940659,23;712506,77
"03-11-02";"1_LH";937461,65;707350,38
"03-11-02";"2_PH";938032,31;702685,15
"03-11-02";"3_PD";941801,29;703170,36
"03-11-02";"4_LD";941230,26;707838,57
"03-11-03";"1_LH";938032,31;702685,15
"03-11-03";"2_PH";938602,98;698019,92
"03-11-03";"3_PD";942372,32;698502,16
"03-11-03";"4_LD";941801,29;703170,36
"03-11-04";"1_LH";938602,98;698019,92
"03-11-04";"2_PH";939173,65;693354,70
"03-11-04";"3_PD";942943,35;693833,95
"03-11-04";"4_LD";942372,32;698502,16
"03-11-05";"1_LH";939173,65;693354,70
"03-11-05";"2_PH";939744,31;688689,47
"03-11-05";"3_PD";943514,38;689165,75
"03-11-05";"4_LD";942943,35;693833,95
"03-11-06";"1_LH";940659,23;712506,77
"03-11-06";"2_PH";941230,26;707838,57
"03-11-06";"3_PD";944998,86;708326,76
"03-11-06";"4_LD";944427,47;712997,94
"03-11-07";"1_LH";941230,26;707838,57
"03-11-07";"2_PH";941801,29;703170,36
"03-11-07";"3_PD";945570,26;703655,57
"03-11-07";"4_LD";944998,86;708326,76
"03-11-08";"1_LH";941801,29;703170,36
"03-11-08";"2_PH";942372,32;698502,16
"03-11-08";"3_PD";946141,65;698984,39
"03-11-08";"4_LD";945570,26;703655,57
"03-11-09";"1_LH";942372,32;698502,16
"03-11-09";"2_PH";942943,35;693833,95
"03-11-09";"3_PD";946713,05;694313,21
"03-11-09";"4_LD";946141,65;698984,39
"03-11-10";"1_LH";942943,35;693833,95
"03-11-10";"2_PH";943514,38;689165,75
"03-11-10";"3_PD";947284,44;689642,03
"03-11-10";"4_LD";946713,05;694313,21
"03-11-11";"1_LH";944427,47;712997,94
"03-11-11";"2_PH";944998,86;708326,76
"03-11-11";"3_PD";948767,47;708814,95
"03-11-11";"4_LD";948195,71;713489,11
"03-11-12";"1_LH";944998,86;708326,76
"03-11-12";"2_PH";945570,26;703655,57
"03-11-12";"3_PD";949339,23;704140,79
"03-11-12";"4_LD";948767,47;708814,95
"03-11-13";"1_LH";945570,26;703655,57
"03-11-13";"2_PH";946141,65;698984,39
"03-11-13";"3_PD";949910,99;699466,63
"03-11-13";"4_LD";949339,23;704140,79
"03-11-14";"1_LH";946141,65;698984,39
"03-11-14";"2_PH";946713,05;694313,21
"03-11-14";"3_PD";950482,75;694792,47
"03-11-14";"4_LD";949910,99;699466,63
"03-11-15";"1_LH";946713,05;694313,21
"03-11-15";"2_PH";947284,44;689642,03
"03-11-15";"3_PD";951054,50;690118,31
"03-11-15";"4_LD";950482,75;694792,47
"03-11-16";"1_LH";948195,71;713489,11
"03-11-16";"2_PH";948767,47;708814,95
"03-11-16";"3_PD";952536,08;709303,14
"03-11-16";"4_LD";951963,95;713980,27
"03-11-17";"1_LH";948767,47;708814,95
"03-11-17";"2_PH";949339,23;704140,79
"03-11-17";"3_PD";953108,20;704626,00
"03-11-17";"4_LD";952536,08;709303,14
"03-11-18";"1_LH";949339,23;704140,79
"03-11-18";"2_PH";949910,99;699466,63
"03-11-18";"3_PD";953680,32;699948,86
"03-11-18";"4_LD";953108,20;704626,00
"03-11-19";"1_LH";949910,99;699466,63
"03-11-19";"2_PH";950482,75;694792,47
"03-11-19";"3_PD";954252,45;695271,72
"03-11-19";"4_LD";953680,32;699948,86
"03-11-20";"1_LH";950482,75;694792,47
"03-11-20";"2_PH";951054,50;690118,31
"03-11-20";"3_PD";954824,57;690594,58
"03-11-20";"4_LD";954252,45;695271,72
"03-11-21";"1_LH";951963,95;713980,27
"03-11-21";"2_PH";952536,08;709303,14
"03-11-21";"3_PD";956304,68;709791,33
"03-11-21";"4_LD";955732,20;714471,44
"03-11-22";"1_LH";952536,08;709303,14
"03-11-22";"2_PH";953108,20;704626,00
"03-11-22";"3_PD";956877,17;705111,21
"03-11-22";"4_LD";956304,68;709791,33
"03-11-23";"1_LH";953108,20;704626,00
"03-11-23";"2_PH";953680,32;699948,86
"03-11-23";"3_PD";957449,66;700431,09
"03-11-23";"4_LD";956877,17;705111,21
"03-11-24";"1_LH";953680,32;699948,86
"03-11-24";"2_PH";954252,45;695271,72
"03-11-24";"3_PD";958022,15;695750,98
"03-11-24";"4_LD";957449,66;700431,09
"03-11-25";"1_LH";954252,45;695271,72
"03-11-25";"2_PH";954824,57;690594,58
"03-11-25";"3_PD";958594,63;691070,86
"03-11-25";"4_LD";958022,15;695750,98
"03-12-01";"1_LH";939744,31;688689,47
"03-12-01";"2_PH";940314,98;684024,24
"03-12-01";"3_PD";944085,41;684497,54
"03-12-01";"4_LD";943514,38;689165,75
"03-12-02";"1_LH";940314,98;684024,24
"03-12-02";"2_PH";940885,64;679359,02
"03-12-02";"3_PD";944656,43;679829,34
"03-12-02";"4_LD";944085,41;684497,54
"03-12-03";"1_LH";940885,64;679359,02
"03-12-03";"2_PH";941456,31;674693,79
"03-12-03";"3_PD";945227,46;675161,14
"03-12-03";"4_LD";944656,43;679829,34
"03-12-04";"1_LH";941456,31;674693,79
"03-12-04";"2_PH";942026,97;670028,56
"03-12-04";"3_PD";945798,49;670492,93
"03-12-04";"4_LD";945227,46;675161,14
"03-12-05";"1_LH";942026,97;670028,56
"03-12-05";"2_PH";942597,64;665363,34
