"Z_MAPA10";"ROHY";"X_JTSK";"Y_JTSK"
"14-24-06";"3_PD";1058331,58;554297,35
"14-24-06";"4_LD";1057826,08;559051,55
"14-24-07";"1_LH";1054550,98;553913,47
"14-24-07";"2_PH";1055056,16;549162,25
"14-24-07";"3_PD";1058837,08;549543,15
"14-24-07";"4_LD";1058331,58;554297,35
"14-24-08";"1_LH";1055056,16;549162,25
"14-24-08";"2_PH";1055561,35;544411,04
"14-24-08";"3_PD";1059342,58;544788,95
"14-24-08";"4_LD";1058837,08;549543,15
"14-24-09";"1_LH";1055561,35;544411,04
"14-24-09";"2_PH";1056066,53;539659,82
"14-24-09";"3_PD";1059848,09;540034,75
"14-24-09";"4_LD";1059342,58;544788,95
"14-24-10";"1_LH";1056066,53;539659,82
"14-24-10";"2_PH";1056571,72;534908,60
"14-24-10";"3_PD";1060353,59;535280,55
"14-24-10";"4_LD";1059848,09;540034,75
"14-24-11";"1_LH";1057826,08;559051,55
"14-24-11";"2_PH";1058331,58;554297,35
"14-24-11";"3_PD";1062112,18;554681,23
"14-24-11";"4_LD";1061606,36;559438,42
"14-24-12";"1_LH";1058331,58;554297,35
"14-24-12";"2_PH";1058837,08;549543,15
"14-24-12";"3_PD";1062618,00;549924,05
"14-24-12";"4_LD";1062112,18;554681,23
"14-24-13";"1_LH";1058837,08;549543,15
"14-24-13";"2_PH";1059342,58;544788,95
"14-24-13";"3_PD";1063123,82;545166,86
"14-24-13";"4_LD";1062618,00;549924,05
"14-24-14";"1_LH";1059342,58;544788,95
"14-24-14";"2_PH";1059848,09;540034,75
"14-24-14";"3_PD";1063629,64;540409,68
"14-24-14";"4_LD";1063123,82;545166,86
"14-24-15";"1_LH";1059848,09;540034,75
"14-24-15";"2_PH";1060353,59;535280,55
"14-24-15";"3_PD";1064135,46;535652,50
"14-24-15";"4_LD";1063629,64;540409,68
"14-24-16";"1_LH";1061606,36;559438,42
"14-24-16";"2_PH";1062112,18;554681,23
"14-24-16";"3_PD";1065892,79;555065,11
"14-24-16";"4_LD";1065386,65;559825,28
"14-24-17";"1_LH";1062112,18;554681,23
"14-24-17";"2_PH";1062618,00;549924,05
"14-24-17";"3_PD";1066398,92;550304,95
"14-24-17";"4_LD";1065892,79;555065,11
"14-24-18";"1_LH";1062618,00;549924,05
"14-24-18";"2_PH";1063123,82;545166,86
"14-24-18";"3_PD";1066905,06;545544,78
"14-24-18";"4_LD";1066398,92;550304,95
"14-24-19";"1_LH";1063123,82;545166,86
"14-24-19";"2_PH";1063629,64;540409,68
"14-24-19";"3_PD";1067411,19;540784,61
"14-24-19";"4_LD";1066905,06;545544,78
"14-24-20";"1_LH";1063629,64;540409,68
"14-24-20";"2_PH";1064135,46;535652,50
"14-24-20";"3_PD";1067917,33;536024,44
"14-24-20";"4_LD";1067411,19;540784,61
"14-24-21";"1_LH";1065386,65;559825,28
"14-24-21";"2_PH";1065892,79;555065,11
"14-24-21";"3_PD";1069673,39;555448,99
"14-24-21";"4_LD";1069166,94;560212,14
"14-24-22";"1_LH";1065892,79;555065,11
"14-24-22";"2_PH";1066398,92;550304,95
"14-24-22";"3_PD";1070179,84;550685,84
"14-24-22";"4_LD";1069673,39;555448,99
"14-24-23";"1_LH";1066398,92;550304,95
"14-24-23";"2_PH";1066905,06;545544,78
"14-24-23";"3_PD";1070686,30;545922,69
"14-24-23";"4_LD";1070179,84;550685,84
"14-24-24";"1_LH";1066905,06;545544,78
"14-24-24";"2_PH";1067411,19;540784,61
"14-24-24";"3_PD";1071192,75;541159,54
"14-24-24";"4_LD";1070686,30;545922,69
"14-24-25";"1_LH";1067411,19;540784,61
"14-24-25";"2_PH";1067917,33;536024,44
"14-24-25";"3_PD";1071699,20;536396,39
"14-24-25";"4_LD";1071192,75;541159,54
"14-31-01";"1_LH";1061570,14;631659,41
"14-31-01";"2_PH";1062076,59;626896,25
"14-31-01";"3_PD";1065852,43;627324,88
"14-31-01";"4_LD";1065345,66;632091,02
"14-31-02";"1_LH";1062076,59;626896,25
"14-31-02";"2_PH";1062583,04;622133,10
"14-31-02";"3_PD";1066359,20;622558,75
"14-31-02";"4_LD";1065852,43;627324,88
"14-31-03";"1_LH";1062583,04;622133,10
"14-31-03";"2_PH";1063089,50;617369,95
"14-31-03";"3_PD";1066865,97;617792,61
"14-31-03";"4_LD";1066359,20;622558,75
"14-31-04";"1_LH";1063089,50;617369,95
"14-31-04";"2_PH";1063595,95;612606,80
"14-31-04";"3_PD";1067372,75;613026,48
"14-31-04";"4_LD";1066865,97;617792,61
"14-31-05";"1_LH";1063595,95;612606,80
"14-31-05";"2_PH";1064102,40;607843,65
"14-31-05";"3_PD";1067879,52;608260,35
"14-31-05";"4_LD";1067372,75;613026,48
"14-31-06";"1_LH";1065345,66;632091,02
"14-31-06";"2_PH";1065852,43;627324,88
"14-31-06";"3_PD";1069628,28;627753,51
"14-31-06";"4_LD";1069121,19;632522,63
"14-31-07";"1_LH";1065852,43;627324,88
"14-31-07";"2_PH";1066359,20;622558,75
"14-31-07";"3_PD";1070135,37;622984,39
"14-31-07";"4_LD";1069628,28;627753,51
"14-31-08";"1_LH";1066359,20;622558,75
"14-31-08";"2_PH";1066865,97;617792,61
"14-31-08";"3_PD";1070642,45;618215,28
"14-31-08";"4_LD";1070135,37;622984,39
"14-31-09";"1_LH";1066865,97;617792,61
"14-31-09";"2_PH";1067372,75;613026,48
"14-31-09";"3_PD";1071149,54;613446,16
"14-31-09";"4_LD";1070642,45;618215,28
"14-31-10";"1_LH";1067372,75;613026,48
"14-31-10";"2_PH";1067879,52;608260,35
"14-31-10";"3_PD";1071656,63;608677,04
"14-31-10";"4_LD";1071149,54;613446,16
"14-31-11";"1_LH";1069121,19;632522,63
"14-31-11";"2_PH";1069628,28;627753,51
"14-31-11";"3_PD";1073404,12;628182,14
"14-31-11";"4_LD";1072896,72;632954,24
"14-31-12";"1_LH";1069628,28;627753,51
"14-31-12";"2_PH";1070135,37;622984,39
"14-31-12";"3_PD";1073911,53;623410,04
"14-31-12";"4_LD";1073404,12;628182,14
"14-31-13";"1_LH";1070135,37;622984,39
"14-31-13";"2_PH";1070642,45;618215,28
"14-31-13";"3_PD";1074418,93;618637,94
"14-31-13";"4_LD";1073911,53;623410,04
"14-31-14";"1_LH";1070642,45;618215,28
"14-31-14";"2_PH";1071149,54;613446,16
"14-31-14";"3_PD";1074926,34;613865,84
"14-31-14";"4_LD";1074418,93;618637,94
"14-31-15";"1_LH";1071149,54;613446,16
"14-31-15";"2_PH";1071656,63;608677,04
"14-31-15";"3_PD";1075433,74;609093,74
"14-31-15";"4_LD";1074926,34;613865,84
"14-31-16";"1_LH";1072896,72;632954,24
"14-31-16";"2_PH";1073404,12;628182,14
"14-31-16";"3_PD";1077179,97;628610,77
"14-31-16";"4_LD";1076672,25;633385,85
"14-31-17";"1_LH";1073404,12;628182,14
"14-31-17";"2_PH";1073911,53;623410,04
"14-31-17";"3_PD";1077687,69;623835,68
"14-31-17";"4_LD";1077179,97;628610,77
"14-31-18";"1_LH";1073911,53;623410,04
"14-31-18";"2_PH";1074418,93;618637,94
"14-31-18";"3_PD";1078195,41;619060,60
"14-31-18";"4_LD";1077687,69;623835,68
"14-31-19";"1_LH";1074418,93;618637,94
"14-31-19";"2_PH";1074926,34;613865,84
"14-31-19";"3_PD";1078703,14;614285,52
"14-31-19";"4_LD";1078195,41;619060,60
"14-31-20";"1_LH";1074926,34;613865,84
"14-31-20";"2_PH";1075433,74;609093,74
"14-31-20";"3_PD";1079210,86;609510,43
"14-31-20";"4_LD";1078703,14;614285,52
"14-31-21";"1_LH";1076672,25;633385,85
"14-31-21";"2_PH";1077179,97;628610,77
"14-31-21";"3_PD";1080955,81;629039,39
"14-31-21";"4_LD";1080447,78;633817,46
"14-31-22";"1_LH";1077179,97;628610,77
"14-31-22";"2_PH";1077687,69;623835,68
"14-31-22";"3_PD";1081463,85;624261,33
"14-31-22";"4_LD";1080955,81;629039,39
"14-31-23";"1_LH";1077687,69;623835,68
"14-31-23";"2_PH";1078195,41;619060,60
"14-31-23";"3_PD";1081971,89;619483,26
"14-31-23";"4_LD";1081463,85;624261,33
"14-31-24";"1_LH";1078195,41;619060,60
"14-31-24";"2_PH";1078703,14;614285,52
"14-31-24";"3_PD";1082479,93;614705,19
"14-31-24";"4_LD";1081971,89;619483,26
"14-31-25";"1_LH";1078703,14;614285,52
"14-31-25";"2_PH";1079210,86;609510,43
"14-31-25";"3_PD";1082987,97;609927,13
"14-31-25";"4_LD";1082479,93;614705,19
"14-32-01";"1_LH";1064102,40;607843,65
"14-32-01";"2_PH";1064608,86;603080,50
"14-32-01";"3_PD";1068386,29;603494,21
"14-32-01";"4_LD";1067879,52;608260,35
"14-32-02";"1_LH";1064608,86;603080,50
"14-32-02";"2_PH";1065115,31;598317,35
"14-32-02";"3_PD";1068893,06;598728,08
"14-32-02";"4_LD";1068386,29;603494,21
"14-32-03";"1_LH";1065115,31;598317,35
"14-32-03";"2_PH";1065621,76;593554,20
"14-32-03";"3_PD";1069399,83;593961,94
"14-32-03";"4_LD";1068893,06;598728,08
"14-32-04";"1_LH";1065621,76;593554,20
"14-32-04";"2_PH";1066128,22;588791,05
"14-32-04";"3_PD";1069906,60;589195,81
"14-32-04";"4_LD";1069399,83;593961,94
"14-32-05";"1_LH";1066128,22;588791,05
"14-32-05";"2_PH";1066634,67;584027,90
"14-32-05";"3_PD";1070413,37;584429,68
"14-32-05";"4_LD";1069906,60;589195,81
"14-32-06";"1_LH";1067879,52;608260,35
"14-32-06";"2_PH";1068386,29;603494,21
"14-32-06";"3_PD";1072163,72;603907,92
"14-32-06";"4_LD";1071656,63;608677,04
"14-32-07";"1_LH";1068386,29;603494,21
"14-32-07";"2_PH";1068893,06;598728,08
"14-32-07";"3_PD";1072670,81;599138,81
"14-32-07";"4_LD";1072163,72;603907,92
"14-32-08";"1_LH";1068893,06;598728,08
"14-32-08";"2_PH";1069399,83;593961,94
"14-32-08";"3_PD";1073177,89;594369,69
"14-32-08";"4_LD";1072670,81;599138,81
"14-32-09";"1_LH";1069399,83;593961,94
"14-32-09";"2_PH";1069906,60;589195,81
"14-32-09";"3_PD";1073684,98;589600,57
"14-32-09";"4_LD";1073177,89;594369,69
"14-32-10";"1_LH";1069906,60;589195,81
"14-32-10";"2_PH";1070413,37;584429,68
"14-32-10";"3_PD";1074192,07;584831,46
"14-32-10";"4_LD";1073684,98;589600,57
"14-32-11";"1_LH";1071656,63;608677,04
"14-32-11";"2_PH";1072163,72;603907,92
"14-32-11";"3_PD";1075941,15;604321,64
"14-32-11";"4_LD";1075433,74;609093,74
"14-32-12";"1_LH";1072163,72;603907,92
"14-32-12";"2_PH";1072670,81;599138,81
"14-32-12";"3_PD";1076448,55;599549,54
"14-32-12";"4_LD";1075941,15;604321,64
"14-32-13";"1_LH";1072670,81;599138,81
"14-32-13";"2_PH";1073177,89;594369,69
"14-32-13";"3_PD";1076955,96;594777,44
"14-32-13";"4_LD";1076448,55;599549,54
"14-32-14";"1_LH";1073177,89;594369,69
"14-32-14";"2_PH";1073684,98;589600,57
"14-32-14";"3_PD";1077463,36;590005,34
"14-32-14";"4_LD";1076955,96;594777,44
"14-32-15";"1_LH";1073684,98;589600,57
"14-32-15";"2_PH";1074192,07;584831,46
"14-32-15";"3_PD";1077970,77;585233,24
"14-32-15";"4_LD";1077463,36;590005,34
"14-32-16";"1_LH";1075433,74;609093,74
"14-32-16";"2_PH";1075941,15;604321,64
"14-32-16";"3_PD";1079718,58;604735,35
"14-32-16";"4_LD";1079210,86;609510,43
"14-32-17";"1_LH";1075941,15;604321,64
"14-32-17";"2_PH";1076448,55;599549,54
"14-32-17";"3_PD";1080226,30;599960,27
"14-32-17";"4_LD";1079718,58;604735,35
"14-32-18";"1_LH";1076448,55;599549,54
"14-32-18";"2_PH";1076955,96;594777,44
"14-32-18";"3_PD";1080734,02;595185,18
"14-32-18";"4_LD";1080226,30;599960,27
"14-32-19";"1_LH";1076955,96;594777,44
"14-32-19";"2_PH";1077463,36;590005,34
"14-32-19";"3_PD";1081241,75;590410,10
"14-32-19";"4_LD";1080734,02;595185,18
"14-32-20";"1_LH";1077463,36;590005,34
"14-32-20";"2_PH";1077970,77;585233,24
"14-32-20";"3_PD";1081749,47;585635,01
"14-32-20";"4_LD";1081241,75;590410,10
"14-32-21";"1_LH";1079210,86;609510,43
"14-32-21";"2_PH";1079718,58;604735,35
"14-32-21";"3_PD";1083496,01;605149,06
"14-32-21";"4_LD";1082987,97;609927,13
"14-32-22";"1_LH";1079718,58;604735,35
"14-32-22";"2_PH";1080226,30;599960,27
"14-32-22";"3_PD";1084004,05;600370,99
"14-32-22";"4_LD";1083496,01;605149,06
"14-32-23";"1_LH";1080226,30;599960,27
"14-32-23";"2_PH";1080734,02;595185,18
"14-32-23";"3_PD";1084512,09;595592,93
"14-32-23";"4_LD";1084004,05;600370,99
"14-32-24";"1_LH";1080734,02;595185,18
"14-32-24";"2_PH";1081241,75;590410,10
"14-32-24";"3_PD";1085020,13;590814,86
"14-32-24";"4_LD";1084512,09;595592,93
"14-32-25";"1_LH";1081241,75;590410,10
"14-32-25";"2_PH";1081749,47;585635,01
"14-32-25";"3_PD";1085528,17;586036,79
"14-32-25";"4_LD";1085020,13;590814,86
"14-33-01";"1_LH";1080447,78;633817,46
"14-33-01";"2_PH";1080955,81;629039,39
"14-33-01";"3_PD";1084731,66;629468,02
"14-33-01";"4_LD";1084223,30;634249,07
"14-33-02";"1_LH";1080955,81;629039,39
"14-33-02";"2_PH";1081463,85;624261,33
"14-33-02";"3_PD";1085240,02;624686,97
"14-33-02";"4_LD";1084731,66;629468,02
"14-33-03";"1_LH";1081463,85;624261,33
"14-33-03";"2_PH";1081971,89;619483,26
"14-33-03";"3_PD";1085748,37;619905,92
"14-33-03";"4_LD";1085240,02;624686,97
"14-33-04";"1_LH";1081971,89;619483,26
"14-33-04";"2_PH";1082479,93;614705,19
"14-33-04";"3_PD";1086256,73;615124,87
"14-33-04";"4_LD";1085748,37;619905,92
"14-33-05";"1_LH";1082479,93;614705,19
"14-33-05";"2_PH";1082987,97;609927,13
"14-33-05";"3_PD";1086765,09;610343,82
"14-33-05";"4_LD";1086256,73;615124,87
"14-33-06";"1_LH";1084223,30;634249,07
"14-33-06";"2_PH";1084731,66;629468,02
"14-33-06";"3_PD";1088507,50;629896,65
"14-33-06";"4_LD";1087998,83;634680,68
"14-33-07";"1_LH";1084731,66;629468,02
"14-33-07";"2_PH";1085240,02;624686,97
"14-33-07";"3_PD";1089016,18;625112,62
"14-33-07";"4_LD";1088507,50;629896,65
"14-33-08";"1_LH";1085240,02;624686,97
"14-33-08";"2_PH";1085748,37;619905,92
"14-33-08";"3_PD";1089524,85;620328,58
"14-33-08";"4_LD";1089016,18;625112,62
"14-33-09";"1_LH";1085748,37;619905,92
"14-33-09";"2_PH";1086256,73;615124,87
"14-33-09";"3_PD";1090033,53;615544,55
"14-33-09";"4_LD";1089524,85;620328,58
"14-33-10";"1_LH";1086256,73;615124,87
"14-33-10";"2_PH";1086765,09;610343,82
"14-33-10";"3_PD";1090542,20;610760,52
"14-33-10";"4_LD";1090033,53;615544,55
"14-33-11";"1_LH";1087998,83;634680,68
"14-33-11";"2_PH";1088507,50;629896,65
"14-33-11";"3_PD";1092283,35;630325,28
"14-33-11";"4_LD";1091774,36;635112,29
"14-33-12";"1_LH";1088507,50;629896,65
"14-33-12";"2_PH";1089016,18;625112,62
"14-33-12";"3_PD";1092792,34;625538,26
"14-33-12";"4_LD";1092283,35;630325,28
"14-33-13";"1_LH";1089016,18;625112,62
"14-33-13";"2_PH";1089524,85;620328,58
"14-33-13";"3_PD";1093301,33;620751,25
"14-33-13";"4_LD";1092792,34;625538,26
"14-33-14";"1_LH";1089524,85;620328,58
"14-33-14";"2_PH";1090033,53;615544,55
"14-33-14";"3_PD";1093810,32;615964,23
"14-33-14";"4_LD";1093301,33;620751,25
"14-33-15";"1_LH";1090033,53;615544,55
"14-33-15";"2_PH";1090542,20;610760,52
"14-33-15";"3_PD";1094319,31;611177,21
"14-33-15";"4_LD";1093810,32;615964,23
"14-33-16";"1_LH";1091774,36;635112,29
"14-33-16";"2_PH";1092283,35;630325,28
"14-33-16";"3_PD";1096059,20;630753,91
"14-33-16";"4_LD";1095549,89;635543,90
"14-33-17";"1_LH";1092283,35;630325,28
"14-33-17";"2_PH";1092792,34;625538,26
"14-33-17";"3_PD";1096568,50;625963,91
"14-33-17";"4_LD";1096059,20;630753,91
"14-33-18";"1_LH";1092792,34;625538,26
"14-33-18";"2_PH";1093301,33;620751,25
"14-33-18";"3_PD";1097077,81;621173,91
"14-33-18";"4_LD";1096568,50;625963,91
"14-33-19";"1_LH";1093301,33;620751,25
"14-33-19";"2_PH";1093810,32;615964,23
"14-33-19";"3_PD";1097587,12;616383,91
"14-33-19";"4_LD";1097077,81;621173,91
"14-33-20";"1_LH";1093810,32;615964,23
"14-33-20";"2_PH";1094319,31;611177,21
"14-33-20";"3_PD";1098096,43;611593,91
"14-33-20";"4_LD";1097587,12;616383,91
"14-33-21";"1_LH";1095549,89;635543,90
"14-33-21";"2_PH";1096059,20;630753,91
"14-33-21";"3_PD";1099835,04;631182,53
"14-33-21";"4_LD";1099325,42;635975,52
"14-33-22";"1_LH";1096059,20;630753,91
"14-33-22";"2_PH";1096568,50;625963,91
"14-33-22";"3_PD";1100344,67;626389,55
"14-33-22";"4_LD";1099835,04;631182,53
"14-33-23";"1_LH";1096568,50;625963,91
"14-33-23";"2_PH";1097077,81;621173,91
"14-33-23";"3_PD";1100854,29;621596,57
"14-33-23";"4_LD";1100344,67;626389,55
"14-33-24";"1_LH";1097077,81;621173,91
"14-33-24";"2_PH";1097587,12;616383,91
"14-33-24";"3_PD";1101363,92;616803,59
"14-33-24";"4_LD";1100854,29;621596,57
"14-33-25";"1_LH";1097587,12;616383,91
"14-33-25";"2_PH";1098096,43;611593,91
"14-33-25";"3_PD";1101873,54;612010,60
"14-33-25";"4_LD";1101363,92;616803,59
"14-34-01";"1_LH";1082987,97;609927,13
"14-34-01";"2_PH";1083496,01;605149,06
"14-34-01";"3_PD";1087273,44;605562,77
"14-34-01";"4_LD";1086765,09;610343,82
"14-34-02";"1_LH";1083496,01;605149,06
"14-34-02";"2_PH";1084004,05;600370,99
"14-34-02";"3_PD";1087781,80;600781,72
"14-34-02";"4_LD";1087273,44;605562,77
"14-34-03";"1_LH";1084004,05;600370,99
"14-34-03";"2_PH";1084512,09;595592,93
"14-34-03";"3_PD";1088290,16;596000,67
"14-34-03";"4_LD";1087781,80;600781,72
"14-34-04";"1_LH";1084512,09;595592,93
"14-34-04";"2_PH";1085020,13;590814,86
"14-34-04";"3_PD";1088798,51;591219,62
"14-34-04";"4_LD";1088290,16;596000,67
"14-34-05";"1_LH";1085020,13;590814,86
"14-34-05";"2_PH";1085528,17;586036,79
"14-34-05";"3_PD";1089306,87;586438,57
"14-34-05";"4_LD";1088798,51;591219,62
"14-34-06";"1_LH";1086765,09;610343,82
"14-34-06";"2_PH";1087273,44;605562,77
"14-34-06";"3_PD";1091050,87;605976,48
"14-34-06";"4_LD";1090542,20;610760,52
"14-34-07";"1_LH";1087273,44;605562,77
"14-34-07";"2_PH";1087781,80;600781,72
"14-34-07";"3_PD";1091559,55;601192,45
"14-34-07";"4_LD";1091050,87;605976,48
"14-34-08";"1_LH";1087781,80;600781,72
"14-34-08";"2_PH";1088290,16;596000,67
"14-34-08";"3_PD";1092068,22;596408,42
"14-34-08";"4_LD";1091559,55;601192,45
"14-34-09";"1_LH";1088290,16;596000,67
"14-34-09";"2_PH";1088798,51;591219,62
"14-34-09";"3_PD";1092576,89;591624,39
"14-34-09";"4_LD";1092068,22;596408,42
"14-34-10";"1_LH";1088798,51;591219,62
"14-34-10";"2_PH";1089306,87;586438,57
"14-34-10";"3_PD";1093085,57;586840,35
"14-34-10";"4_LD";1092576,89;591624,39
"14-34-11";"1_LH";1090542,20;610760,52
"14-34-11";"2_PH";1091050,87;605976,48
"14-34-11";"3_PD";1094828,30;606390,20
"14-34-11";"4_LD";1094319,31;611177,21
"14-34-12";"1_LH";1091050,87;605976,48
"14-34-12";"2_PH";1091559,55;601192,45
"14-34-12";"3_PD";1095337,30;601603,18
"14-34-12";"4_LD";1094828,30;606390,20
"14-34-13";"1_LH";1091559,55;601192,45
"14-34-13";"2_PH";1092068,22;596408,42
"14-34-13";"3_PD";1095846,29;596816,16
"14-34-13";"4_LD";1095337,30;601603,18
"14-34-14";"1_LH";1092068,22;596408,42
"14-34-14";"2_PH";1092576,89;591624,39
"14-34-14";"3_PD";1096355,28;592029,15
"14-34-14";"4_LD";1095846,29;596816,16
"14-34-15";"1_LH";1092576,89;591624,39
"14-34-15";"2_PH";1093085,57;586840,35
"14-34-15";"3_PD";1096864,27;587242,13
"14-34-15";"4_LD";1096355,28;592029,15
"14-34-16";"1_LH";1094319,31;611177,21
"14-34-16";"2_PH";1094828,30;606390,20
"14-34-16";"3_PD";1098605,74;606803,91
"14-34-16";"4_LD";1098096,43;611593,91
"14-34-17";"1_LH";1094828,30;606390,20
"14-34-17";"2_PH";1095337,30;601603,18
"14-34-17";"3_PD";1099115,04;602013,91
"14-34-17";"4_LD";1098605,74;606803,91
"14-34-18";"1_LH";1095337,30;601603,18
"14-34-18";"2_PH";1095846,29;596816,16
"14-34-18";"3_PD";1099624,35;597223,91
"14-34-18";"4_LD";1099115,04;602013,91
"14-34-19";"1_LH";1095846,29;596816,16
"14-34-19";"2_PH";1096355,28;592029,15
"14-34-19";"3_PD";1100133,66;592433,91
"14-34-19";"4_LD";1099624,35;597223,91
"14-34-20";"1_LH";1096355,28;592029,15
"14-34-20";"2_PH";1096864,27;587242,13
"14-34-20";"3_PD";1100642,97;587643,91
"14-34-20";"4_LD";1100133,66;592433,91
"14-34-21";"1_LH";1098096,43;611593,91
"14-34-21";"2_PH";1098605,74;606803,91
"14-34-21";"3_PD";1102383,17;607217,62
"14-34-21";"4_LD";1101873,54;612010,60
"14-34-22";"1_LH";1098605,74;606803,91
"14-34-22";"2_PH";1099115,04;602013,91
"14-34-22";"3_PD";1102892,79;602424,64
"14-34-22";"4_LD";1102383,17;607217,62
"14-34-23";"1_LH";1099115,04;602013,91
"14-34-23";"2_PH";1099624,35;597223,91
"14-34-23";"3_PD";1103402,42;597631,66
"14-34-23";"4_LD";1102892,79;602424,64
"14-34-24";"1_LH";1099624,35;597223,91
"14-34-24";"2_PH";1100133,66;592433,91
"14-34-24";"3_PD";1103912,04;592838,67
"14-34-24";"4_LD";1103402,42;597631,66
"14-34-25";"1_LH";1100133,66;592433,91
"14-34-25";"2_PH";1100642,97;587643,91
"14-34-25";"3_PD";1104421,67;588045,69
"14-34-25";"4_LD";1103912,04;592838,67
"14-41-01";"1_LH";1066634,67;584027,90
"14-41-01";"2_PH";1067141,12;579264,75
"14-41-01";"3_PD";1070920,14;579663,54
"14-41-01";"4_LD";1070413,37;584429,68
"14-41-02";"1_LH";1067141,12;579264,75
"14-41-02";"2_PH";1067647,58;574501,60
"14-41-02";"3_PD";1071426,91;574897,41
"14-41-02";"4_LD";1070920,14;579663,54
"14-41-03";"1_LH";1067647,58;574501,60
"14-41-03";"2_PH";1068154,03;569738,45
"14-41-03";"3_PD";1071933,68;570131,28
"14-41-03";"4_LD";1071426,91;574897,41
"14-41-04";"1_LH";1068154,03;569738,45
"14-41-04";"2_PH";1068660,48;564975,29
"14-41-04";"3_PD";1072440,45;565365,14
"14-41-04";"4_LD";1071933,68;570131,28
"14-41-05";"1_LH";1068660,48;564975,29
"14-41-05";"2_PH";1069166,94;560212,14
"14-41-05";"3_PD";1072947,22;560599,01
"14-41-05";"4_LD";1072440,45;565365,14
"14-41-06";"1_LH";1070413,37;584429,68
"14-41-06";"2_PH";1070920,14;579663,54
"14-41-06";"3_PD";1074699,16;580062,34
"14-41-06";"4_LD";1074192,07;584831,46
"14-41-07";"1_LH";1070920,14;579663,54
"14-41-07";"2_PH";1071426,91;574897,41
"14-41-07";"3_PD";1075206,24;575293,22
"14-41-07";"4_LD";1074699,16;580062,34
"14-41-08";"1_LH";1071426,91;574897,41
"14-41-08";"2_PH";1071933,68;570131,28
"14-41-08";"3_PD";1075713,33;570524,11
"14-41-08";"4_LD";1075206,24;575293,22
"14-41-09";"1_LH";1071933,68;570131,28
"14-41-09";"2_PH";1072440,45;565365,14
"14-41-09";"3_PD";1076220,42;565754,99
"14-41-09";"4_LD";1075713,33;570524,11
"14-41-10";"1_LH";1072440,45;565365,14
"14-41-10";"2_PH";1072947,22;560599,01
"14-41-10";"3_PD";1076727,51;560985,87
"14-41-10";"4_LD";1076220,42;565754,99
"14-41-11";"1_LH";1074192,07;584831,46
"14-41-11";"2_PH";1074699,16;580062,34
"14-41-11";"3_PD";1078478,17;580461,14
"14-41-11";"4_LD";1077970,77;585233,24
"14-41-12";"1_LH";1074699,16;580062,34
"14-41-12";"2_PH";1075206,24;575293,22
"14-41-12";"3_PD";1078985,58;575689,04
"14-41-12";"4_LD";1078478,17;580461,14
"14-41-13";"1_LH";1075206,24;575293,22
"14-41-13";"2_PH";1075713,33;570524,11
"14-41-13";"3_PD";1079492,98;570916,93
"14-41-13";"4_LD";1078985,58;575689,04
"14-41-14";"1_LH";1075713,33;570524,11
"14-41-14";"2_PH";1076220,42;565754,99
"14-41-14";"3_PD";1080000,39;566144,83
"14-41-14";"4_LD";1079492,98;570916,93
"14-41-15";"1_LH";1076220,42;565754,99
"14-41-15";"2_PH";1076727,51;560985,87
"14-41-15";"3_PD";1080507,79;561372,73
"14-41-15";"4_LD";1080000,39;566144,83
"14-41-16";"1_LH";1077970,77;585233,24
"14-41-16";"2_PH";1078478,17;580461,14
"14-41-16";"3_PD";1082257,19;580859,93
"14-41-16";"4_LD";1081749,47;585635,01
"14-41-17";"1_LH";1078478,17;580461,14
"14-41-17";"2_PH";1078985,58;575689,04
"14-41-17";"3_PD";1082764,91;576084,85
"14-41-17";"4_LD";1082257,19;580859,93
"14-41-18";"1_LH";1078985,58;575689,04
"14-41-18";"2_PH";1079492,98;570916,93
"14-41-18";"3_PD";1083272,64;571309,76
"14-41-18";"4_LD";1082764,91;576084,85
"14-41-19";"1_LH";1079492,98;570916,93
"14-41-19";"2_PH";1080000,39;566144,83
"14-41-19";"3_PD";1083780,36;566534,68
"14-41-19";"4_LD";1083272,64;571309,76
"14-41-20";"1_LH";1080000,39;566144,83
"14-41-20";"2_PH";1080507,79;561372,73
"14-41-20";"3_PD";1084288,08;561759,60
"14-41-20";"4_LD";1083780,36;566534,68
"14-41-21";"1_LH";1081749,47;585635,01
"14-41-21";"2_PH";1082257,19;580859,93
"14-41-21";"3_PD";1086036,21;581258,73
"14-41-21";"4_LD";1085528,17;586036,79
"14-41-22";"1_LH";1082257,19;580859,93
"14-41-22";"2_PH";1082764,91;576084,85
"14-41-22";"3_PD";1086544,25;576480,66
"14-41-22";"4_LD";1086036,21;581258,73
"14-41-23";"1_LH";1082764,91;576084,85
"14-41-23";"2_PH";1083272,64;571309,76
"14-41-23";"3_PD";1087052,29;571702,59
"14-41-23";"4_LD";1086544,25;576480,66
"14-41-24";"1_LH";1083272,64;571309,76
"14-41-24";"2_PH";1083780,36;566534,68
"14-41-24";"3_PD";1087560,33;566924,53
"14-41-24";"4_LD";1087052,29;571702,59
"14-41-25";"1_LH";1083780,36;566534,68
"14-41-25";"2_PH";1084288,08;561759,60
"14-41-25";"3_PD";1088068,37;562146,46
"14-41-25";"4_LD";1087560,33;566924,53
"14-42-01";"1_LH";1069166,94;560212,14
"14-42-01";"2_PH";1069673,39;555448,99
"14-42-01";"3_PD";1073453,99;555832,87
